date,day_of_week,day_type,hour,queue_start,minutes,taxi_count,taxi_count_start,taxi_count_avg,sum
2023-09-16,Saturday,weekend,10,122.1332359783774,"['10.06.00', '10.07.00']","[22, 18]",22,20.0,2
2023-09-16,Saturday,weekend,21,169.5578477181073,"['21.48.00', '21.49.00']","[32, 30]",32,31.0,2
2023-03-12,Sunday,weekend,14,126.57195064678292,"['14.15.00', '14.16.00']","[23, 18]",23,20.5,2
2023-06-11,Sunday,weekend,00,242.8108583504463,"['00.02.00', '00.03.00']","[23, 21]",23,22.0,2
2023-06-11,Sunday,weekend,19,142.7978042175118,"['19.34.00', '19.35.00']","[21, 25]",21,23.0,2
2023-08-06,Sunday,weekend,19,217.5708957392327,"['19.51.00', '19.52.00', '19.53.00']","[25, 26, 24]",25,25.0,3
2023-09-24,Sunday,weekend,11,131.1600214382315,"['11.07.00', '11.08.00', '11.09.00', '11.10.00']","[21, 19, 16, 18]",21,18.5,4
2023-11-12,Sunday,weekend,18,114.16582396809058,"['18.03.00', '18.04.00']","[25, 25]",25,25.0,2
2019-08-24,Saturday,weekend,00,221.88540876952473,"['00.38.00', '00.39.00', '00.40.00']","[37, 31, 24]",37,30.67,3
2019-08-24,Saturday,weekend,10,119.81805703556888,"['10.31.00', '10.32.00', '10.33.00']","[35, 38, 34]",35,35.67,3
2019-08-24,Saturday,weekend,10,104.99805689386456,"['10.36.00', '10.37.00', '10.38.00']","[31, 31, 38]",31,33.33,3
2019-08-24,Saturday,weekend,10,134.0222101595056,"['10.41.00', '10.42.00']","[42, 44]",42,43.0,2
2019-08-24,Saturday,weekend,12,120.29404228902172,"['12.15.00', '12.16.00', '12.17.00']","[33, 41, 32]",33,35.33,3
2019-08-24,Saturday,weekend,15,115.45281403988118,"['15.21.00', '15.22.00']","[19, 19]",19,19.0,2
2019-08-24,Saturday,weekend,18,105.98576917673836,"['18.38.00', '18.39.00']","[44, 44]",44,44.0,2
2019-08-24,Saturday,weekend,20,109.76044971158652,"['20.07.00', '20.08.00']","[33, 41]",33,37.0,2
2019-08-24,Saturday,weekend,20,126.88288702850622,"['20.18.00', '20.19.00']","[61, 52]",61,56.5,2
2019-08-24,Saturday,weekend,20,156.30727291194307,"['20.43.00', '20.44.00', '20.45.00', '20.46.00']","[79, 69, 82, 83]",79,78.25,4
2019-10-12,Saturday,weekend,00,108.93222847668255,"['00.01.00', '00.02.00']","[36, 34]",36,35.0,2
2019-10-12,Saturday,weekend,00,103.19736624838144,"['00.08.00', '00.09.00']","[35, 44]",35,39.5,2
2019-10-12,Saturday,weekend,00,113.49780639226503,"['00.17.00', '00.18.00', '00.19.00']","[41, 43, 35]",41,39.67,3
2019-10-12,Saturday,weekend,14,100.09623935098882,"['14.39.00', '14.40.00']","[23, 21]",23,22.0,2
2019-10-12,Saturday,weekend,18,196.9464441765009,"['18.52.00', '18.53.00']","[44, 42]",44,43.0,2
2019-10-12,Saturday,weekend,19,108.59696341733483,"['19.16.00', '19.17.00']","[42, 41]",42,41.5,2
2019-10-12,Saturday,weekend,19,141.36206436975948,"['19.19.00', '19.20.00']","[37, 34]",37,35.5,2
2019-10-12,Saturday,weekend,20,112.63839526267893,"['20.06.00', '20.07.00', '20.08.00']","[23, 23, 30]",23,25.33,3
2019-10-12,Saturday,weekend,20,227.28209730306628,"['20.18.00', '20.19.00', '20.20.00']","[46, 42, 38]",46,42.0,3
2019-10-12,Saturday,weekend,21,119.7011829714208,"['21.22.00', '21.23.00']","[34, 36]",34,35.0,2
2019-10-20,Sunday,weekend,00,162.18942288048297,"['00.18.00', '00.19.00', '00.20.00', '00.21.00', '00.22.00', '00.23.00', '00.24.00', '00.25.00', '00.26.00']","[70, 74, 67, 66, 65, 62, 58, 68, 62]",70,65.78,9
2019-10-20,Sunday,weekend,11,115.693187989608,"['11.01.00', '11.02.00']","[34, 34]",34,34.0,2
2019-10-20,Sunday,weekend,11,119.69747357481894,"['11.05.00', '11.06.00', '11.07.00', '11.08.00']","[41, 37, 41, 43]",41,40.5,4
2019-10-20,Sunday,weekend,11,134.97478539704832,"['11.10.00', '11.11.00']","[42, 44]",42,43.0,2
2019-10-20,Sunday,weekend,11,118.10890165542052,"['11.33.00', '11.34.00']","[37, 41]",37,39.0,2
2019-10-20,Sunday,weekend,20,197.91777288467108,"['20.48.00', '20.49.00', '20.50.00']","[34, 16, 19]",34,23.0,3
2019-11-09,Saturday,weekend,02,131.9977114771782,"['02.10.00', '02.11.00']","[24, 22]",24,23.0,2
2019-11-09,Saturday,weekend,10,101.009655652169,"['10.58.00', '10.59.00']","[19, 30]",19,24.5,2
2019-11-09,Saturday,weekend,21,101.9760935349166,"['21.51.00', '21.52.00']","[60, 52]",60,56.0,2
2019-11-09,Saturday,weekend,21,155.5236802420592,"['21.57.00', '21.58.00']","[51, 48]",51,49.5,2
2019-11-09,Saturday,weekend,22,154.81900066413175,"['22.01.00', '22.02.00']","[58, 54]",58,56.0,2
2019-11-10,Sunday,weekend,15,123.09495869661782,"['15.03.00', '15.04.00']","[23, 21]",23,22.0,2
2019-12-07,Saturday,weekend,00,110.03029059475296,"['00.24.00', '00.25.00']","[18, 20]",18,19.0,2
2019-12-07,Saturday,weekend,12,164.4191730457811,"['12.49.00', '12.50.00']","[23, 14]",23,18.5,2
2019-12-07,Saturday,weekend,21,114.08917072896804,"['21.13.00', '21.14.00', '21.15.00']","[21, 22, 22]",21,21.67,3
2019-12-15,Sunday,weekend,20,101.52314952084969,"['20.02.00', '20.03.00']","[33, 46]",33,39.5,2
2019-12-15,Sunday,weekend,21,118.9467566085315,"['21.38.00', '21.39.00']","[30, 28]",30,29.0,2
