date,day_of_week,day_type,hour,queue_start,minutes,taxi_count,taxi_count_start,taxi_count_avg,sum
2023-12-05,Tuesday,weekday,20,115.84852698992152,"['20.44.00', '20.45.00', '20.46.00']","[23, 30, 30]",23,27.67,3
2023-11-07,Tuesday,weekday,21,114.3677822421084,"['21.29.00', '21.30.00']","[28, 30]",28,29.0,2
2023-11-07,Tuesday,weekday,21,122.82176763897894,"['21.35.00', '21.36.00']","[29, 25]",29,27.0,2
2023-10-17,Tuesday,weekday,00,121.09756046695442,"['00.34.00', '00.35.00', '00.36.00']","[28, 35, 36]",28,33.0,3
2023-10-17,Tuesday,weekday,01,104.28604061969504,"['01.03.00', '01.04.00']","[29, 31]",29,30.0,2
2023-09-26,Tuesday,weekday,00,170.63744947814217,"['00.15.00', '00.16.00']","[41, 33]",41,37.0,2
2023-09-26,Tuesday,weekday,20,119.0304890833598,"['20.36.00', '20.37.00']","[41, 36]",41,38.5,2
2023-09-26,Tuesday,weekday,20,129.55034528264022,"['20.39.00', '20.40.00', '20.41.00']","[42, 35, 38]",42,38.33,3
2023-07-04,Tuesday,weekday,00,174.14093719736877,"['00.44.00', '00.45.00']","[23, 24]",23,23.5,2
2023-06-13,Tuesday,weekday,00,112.34956897141836,"['00.33.00', '00.34.00']","[24, 32]",24,28.0,2
2023-06-13,Tuesday,weekday,17,103.18140091397564,"['17.17.00', '17.18.00']","[38, 33]",38,35.5,2
2023-05-23,Tuesday,weekday,00,104.20941810864548,"['00.23.00', '00.24.00', '00.25.00']","[50, 43, 39]",50,44.0,3
2023-05-23,Tuesday,weekday,00,110.59728273510896,"['00.31.00', '00.32.00']","[47, 50]",47,48.5,2
2019-09-17,Tuesday,weekday,11,175.458049177503,"['11.13.00', '11.14.00']","[54, 51]",54,52.5,2
2019-09-17,Tuesday,weekday,12,157.11914113028726,"['12.41.00', '12.42.00']","[16, 19]",16,17.5,2
2019-10-15,Tuesday,weekday,00,106.39442937418872,"['00.25.00', '00.26.00']","[61, 56]",61,58.5,2
2019-10-15,Tuesday,weekday,11,114.02201617178892,"['11.00.00', '11.01.00']","[43, 41]",43,42.0,2
2019-10-15,Tuesday,weekday,14,119.8521885029196,"['14.15.00', '14.16.00']","[30, 23]",30,26.5,2
2019-10-15,Tuesday,weekday,20,130.98934948162042,"['20.18.00', '20.19.00']","[54, 55]",54,54.5,2
2019-10-15,Tuesday,weekday,20,101.2367029542858,"['20.22.00', '20.23.00']","[60, 58]",60,59.0,2
2019-12-17,Tuesday,weekday,00,158.66748779651795,"['00.10.00', '00.11.00', '00.12.00']","[81, 79, 76]",81,78.67,3
2019-12-17,Tuesday,weekday,00,104.21527648443198,"['00.17.00', '00.18.00']","[81, 78]",81,79.5,2
2019-12-17,Tuesday,weekday,00,207.95523995761644,"['00.35.00', '00.36.00']","[53, 58]",53,55.5,2
2019-12-17,Tuesday,weekday,12,143.0750810900775,"['12.58.00', '12.59.00']","[29, 24]",29,26.5,2
2019-12-17,Tuesday,weekday,16,113.06735546133288,"['16.51.00', '16.52.00']","[20, 19]",20,19.5,2
2019-12-17,Tuesday,weekday,20,117.15063099571154,"['20.22.00', '20.23.00']","[31, 33]",31,32.0,2
2019-12-17,Tuesday,weekday,20,103.92077986416416,"['20.32.00', '20.33.00']","[32, 39]",32,35.5,2
2019-12-17,Tuesday,weekday,22,100.86836648635636,"['22.22.00', '22.23.00']","[36, 35]",36,35.5,2
2019-12-24,Tuesday,holiday,00,171.423584274083,"['00.15.00', '00.16.00', '00.17.00']","[68, 62, 61]",68,63.67,3
2019-12-24,Tuesday,holiday,09,142.76653147486965,"['09.29.00', '09.30.00']","[27, 29]",27,28.0,2
2019-12-24,Tuesday,holiday,10,114.97908288640951,"['10.18.00', '10.19.00']","[39, 42]",39,40.5,2
2019-12-24,Tuesday,holiday,10,111.79163603586927,"['10.23.00', '10.24.00']","[45, 50]",45,47.5,2
2019-12-24,Tuesday,holiday,11,104.06680010949808,"['11.42.00', '11.43.00', '11.44.00', '11.45.00']","[56, 57, 63, 63]",56,59.75,4
2019-12-24,Tuesday,holiday,19,128.68896052109866,"['19.12.00', '19.13.00']","[58, 51]",58,54.5,2
2019-08-21,Wednesday,weekday,00,131.687761653943,"['00.20.00', '00.21.00']","[79, 80]",79,79.5,2
2019-08-21,Wednesday,weekday,00,109.17088050169214,"['00.23.00', '00.24.00', '00.25.00', '00.26.00', '00.27.00', '00.28.00', '00.29.00', '00.30.00']","[63, 72, 66, 71, 66, 65, 66, 65]",63,66.75,8
2019-08-21,Wednesday,weekday,13,157.5234473327209,"['13.27.00', '13.28.00', '13.29.00']","[43, 39, 33]",43,38.33,3
2019-08-21,Wednesday,weekday,13,166.20265257996627,"['13.37.00', '13.38.00']","[49, 49]",49,49.0,2
2019-08-21,Wednesday,weekday,13,116.76836161566308,"['13.43.00', '13.44.00']","[49, 59]",49,54.0,2
2019-08-21,Wednesday,weekday,13,100.56352907259162,"['13.46.00', '13.47.00']","[51, 51]",51,51.0,2
2019-08-21,Wednesday,weekday,13,116.49405765488984,"['13.49.00', '13.50.00']","[42, 42]",42,42.0,2
2019-08-21,Wednesday,weekday,14,111.61884633811349,"['14.08.00', '14.09.00', '14.10.00']","[34, 31, 36]",34,33.67,3
2019-08-21,Wednesday,weekday,16,135.6749340841746,"['16.15.00', '16.16.00']","[32, 34]",32,33.0,2
2019-08-21,Wednesday,weekday,19,102.46282091079551,"['19.10.00', '19.11.00']","[33, 35]",33,34.0,2
2019-08-21,Wednesday,weekday,19,119.5166489120149,"['19.24.00', '19.25.00']","[34, 36]",34,35.0,2
2019-08-21,Wednesday,weekday,19,108.53043921560943,"['19.48.00', '19.49.00']","[36, 37]",36,36.5,2
2019-08-21,Wednesday,weekday,20,118.01332020382306,"['20.43.00', '20.44.00']","[44, 43]",44,43.5,2
2019-08-21,Wednesday,weekday,20,120.04820206062575,"['20.47.00', '20.48.00']","[47, 50]",47,48.5,2
2019-10-23,Wednesday,weekday,00,154.48676728080167,"['00.43.00', '00.44.00', '00.45.00']","[26, 29, 20]",26,25.0,3
2019-10-23,Wednesday,weekday,09,115.08400625197396,"['09.23.00', '09.24.00']","[21, 21]",21,21.0,2
2019-10-23,Wednesday,weekday,10,101.52265300187238,"['10.31.00', '10.32.00', '10.33.00', '10.34.00', '10.35.00', '10.36.00', '10.37.00']","[38, 49, 48, 47, 46, 49, 43]",38,45.71,7
2019-10-23,Wednesday,weekday,12,107.63497039473482,"['12.19.00', '12.20.00', '12.21.00']","[55, 59, 49]",55,54.33,3
2019-10-23,Wednesday,weekday,12,107.7801776421569,"['12.23.00', '12.24.00']","[47, 51]",47,49.0,2
2019-10-23,Wednesday,weekday,12,100.78502490098658,"['12.28.00', '12.29.00']","[48, 51]",48,49.5,2
2019-10-23,Wednesday,weekday,14,117.92744792907692,"['14.05.00', '14.06.00']","[46, 50]",46,48.0,2
2019-10-23,Wednesday,weekday,14,103.19736542621936,"['14.09.00', '14.10.00']","[50, 47]",50,48.5,2
2019-10-23,Wednesday,weekday,14,116.47226996621384,"['14.21.00', '14.22.00']","[43, 41]",43,42.0,2
2019-10-23,Wednesday,weekday,14,117.77246346642764,"['14.35.00', '14.36.00', '14.37.00']","[44, 44, 47]",44,45.0,3
2019-10-23,Wednesday,weekday,14,111.71710773564996,"['14.46.00', '14.47.00']","[41, 45]",41,43.0,2
2019-10-23,Wednesday,weekday,15,106.4719837911474,"['15.11.00', '15.12.00']","[31, 35]",31,33.0,2
2019-10-23,Wednesday,weekday,16,143.26539738550235,"['16.38.00', '16.39.00', '16.40.00']","[20, 18, 21]",20,19.67,3
2019-10-23,Wednesday,weekday,21,157.05182565780922,"['21.25.00', '21.26.00', '21.27.00']","[46, 46, 42]",46,44.67,3
2019-11-27,Wednesday,weekday,00,104.20941678386656,"['00.18.00', '00.19.00', '00.20.00', '00.21.00', '00.22.00', '00.23.00', '00.24.00', '00.25.00', '00.26.00', '00.27.00', '00.28.00', '00.29.00']","[69, 84, 76, 86, 95, 89, 87, 95, 86, 87, 69, 62]",69,82.08,12
2019-11-27,Wednesday,weekday,00,116.49405763143828,"['00.32.00', '00.33.00', '00.34.00']","[61, 70, 66]",61,65.67,3
2019-11-27,Wednesday,weekday,10,205.8854364935009,"['10.04.00', '10.05.00']","[24, 14]",24,19.0,2
2019-11-27,Wednesday,weekday,10,214.8093884749368,"['10.11.00', '10.12.00']","[27, 19]",27,23.0,2
2019-11-27,Wednesday,weekday,18,174.9350198712312,"['18.12.00', '18.13.00']","[19, 18]",19,18.5,2
2019-11-27,Wednesday,weekday,21,120.38070371420336,"['21.17.00', '21.18.00']","[30, 35]",30,32.5,2
2019-11-27,Wednesday,weekday,21,125.15917230523736,"['21.48.00', '21.49.00', '21.50.00']","[44, 46, 48]",44,46.0,3
2019-12-18,Wednesday,weekday,00,164.85051578215112,"['00.22.00', '00.23.00', '00.24.00', '00.25.00']","[78, 71, 74, 72]",78,73.75,4
2019-12-18,Wednesday,weekday,00,190.48027495396408,"['00.47.00', '00.48.00', '00.49.00', '00.50.00']","[48, 38, 34, 33]",48,38.25,4
2019-12-18,Wednesday,weekday,00,133.1001948239905,"['00.52.00', '00.53.00']","[28, 29]",28,28.5,2
2019-12-18,Wednesday,weekday,00,135.5753664770865,"['00.55.00', '00.56.00', '00.57.00']","[23, 22, 14]",23,19.67,3
2019-12-18,Wednesday,weekday,12,108.91343193916052,"['12.04.00', '12.05.00']","[41, 41]",41,41.0,2
2023-05-31,Wednesday,weekday,00,103.33340573316976,"['00.26.00', '00.27.00', '00.28.00']","[33, 36, 30]",33,33.0,3
2023-07-12,Wednesday,weekday,01,127.16598529678328,"['01.29.00', '01.30.00']","[29, 22]",29,25.5,2
2023-07-12,Wednesday,weekday,20,100.07936011869272,"['20.21.00', '20.22.00']","[33, 33]",33,33.0,2
2023-07-12,Wednesday,weekday,20,123.68810079141794,"['20.39.00', '20.40.00']","[48, 41]",48,44.5,2
2023-07-12,Wednesday,weekday,20,104.12507776368356,"['20.56.00', '20.57.00']","[38, 32]",38,35.0,2
2023-08-16,Wednesday,weekday,00,189.8185157339829,"['00.19.00', '00.20.00']","[26, 29]",26,27.5,2
2023-08-16,Wednesday,weekday,00,155.10902001573066,"['00.26.00', '00.27.00']","[18, 18]",18,18.0,2
