date,time,cluster_size,address,day_type
2023-03-18,22:00:00,1,Resorts World Sentosa,weekend
2023-03-18,22:00:00,1,Mess Hall,weekend
2023-03-18,22:00:00,1,Sentosa Gateway,weekend
2023-03-18,22:00:00,1,Ironside Road,weekend
2023-03-18,22:00:00,1,Serapong Course,weekend
2023-03-18,22:00:00,1,Serapong Course,weekend
2023-03-18,22:00:00,1,Bukit Manis Road,weekend
2023-03-18,22:01:00,1,Resorts World Sentosa,weekend
2023-03-18,22:01:00,1,Artillery Avenue,weekend
2023-03-18,22:01:00,1,Sentosa Gateway,weekend
2023-03-18,22:01:00,1,The Knolls,weekend
2023-03-18,22:01:00,1,Sentosa Boardwalk,weekend
2023-03-18,22:01:00,1,Resorts World Sentosa,weekend
2023-03-18,22:01:00,1,Gateway Avenue,weekend
2023-03-18,22:01:00,1,Serapong Course,weekend
2023-03-18,22:01:00,2,Bukit Manis Road,weekend
2023-03-18,22:01:00,1,Sentosa Gateway,weekend
2023-03-18,22:02:00,1,Resorts World Sentosa,weekend
2023-03-18,22:02:00,1,Beach View,weekend
2023-03-18,22:02:00,1,Artillery Avenue,weekend
2023-03-18,22:02:00,1,Sentosa Gateway,weekend
2023-03-18,22:02:00,1,Resorts World Sentosa,weekend
2023-03-18,22:02:00,1,Gateway Avenue,weekend
2023-03-18,22:02:00,1,Serapong Course,weekend
2023-03-18,22:02:00,2,Bukit Manis Road,weekend
2023-03-18,22:03:00,1,Beach View,weekend
2023-03-18,22:03:00,1,Sentosa Boardwalk,weekend
2023-03-18,22:03:00,1,Resorts World Sentosa,weekend
2023-03-18,22:03:00,2,Gateway Avenue,weekend
2023-03-18,22:03:00,1,Serapong Course,weekend
2023-03-18,22:03:00,1,Serapong Course,weekend
2023-03-18,22:03:00,2,Bukit Manis Road,weekend
2023-03-18,22:04:00,1,Sentosa Gateway,weekend
2023-03-18,22:04:00,1,Resorts World Sentosa,weekend
2023-03-18,22:04:00,2,Gateway Avenue,weekend
2023-03-18,22:04:00,1,Serapong Course,weekend
2023-03-18,22:04:00,2,Sentosa Golf Club,weekend
2023-03-18,22:05:00,1,Sentosa Gateway,weekend
2023-03-18,22:05:00,1,Sentosa Gateway,weekend
2023-03-18,22:05:00,2,Serapong Course,weekend
2023-03-18,22:06:00,1,Sentosa Gateway,weekend
2023-03-18,22:06:00,1,Sentosa Gateway,weekend
2023-03-18,22:06:00,1,Resorts World Sentosa,weekend
2023-03-18,22:06:00,3,Gateway Avenue,weekend
2023-03-18,22:06:00,1,Ironside Link,weekend
2023-03-18,22:06:00,1,Serapong Course,weekend
2023-03-18,22:06:00,1,Bukit Manis Road,weekend
2023-03-18,22:07:00,1,Sentosa Gateway,weekend
2023-03-18,22:07:00,1,Sentosa Boardwalk,weekend
2023-03-18,22:07:00,1,Resorts World Sentosa,weekend
2023-03-18,22:07:00,2,Gateway Avenue,weekend
2023-03-18,22:07:00,1,Ironside Link,weekend
2023-03-18,22:08:00,1,Sentosa Gateway,weekend
2023-03-18,22:08:00,1,Resorts World Sentosa,weekend
2023-03-18,22:08:00,2,Gateway Avenue,weekend
2023-03-18,22:08:00,1,Ironside Link,weekend
2023-03-18,22:09:00,1,Resorts World Sentosa,weekend
2023-03-18,22:09:00,1,Sentosa Gateway,weekend
2023-03-18,22:09:00,1,Sentosa Boardwalk,weekend
