date,time,cluster_size,address,day_type
2023-05-01,11:00:00,1,"Pan-Island Expressway, Changi, Southeast, 819665, Singapore",holiday
2023-05-01,11:00:00,1,"Pan-Island Expressway, Changi, Southeast, 819665, Singapore",holiday
2023-05-01,11:00:00,1,"Airport Boulevard, Changi, Southeast, 819665, Singapore",holiday
2023-05-01,11:00:00,1,"Airport Boulevard, Changi, Southeast, 819645, Singapore",holiday
2023-05-01,11:00:00,1,"Pan-Island Expressway, Changi, Southeast, 819665, Singapore",holiday
2023-05-01,11:00:00,1,"Pan-Island Expressway, Changi, Southeast, 819665, Singapore",holiday
2023-05-01,11:00:00,1,"T4 Crescent, Changi, Southeast, 819665, Singapore",holiday
2023-05-01,11:00:00,1,"T4 Departure Drive, Changi, Southeast, 819665, Singapore",holiday
2023-05-01,11:00:00,1,"Airport Boulevard, Changi, Southeast, 819645, Singapore",holiday
2023-05-01,11:00:00,1,"T4 Crescent, Changi, Southeast, 819665, Singapore",holiday
2023-05-01,11:00:00,1,"T4 Crescent, Changi, Southeast, 819665, Singapore",holiday
2023-05-01,11:00:00,1,"T4 Departure Drive, Changi, Southeast, 819665, Singapore",holiday
2023-05-01,11:00:00,1,"Changi Airport Passsenger Terminal Building 4, T4 Way, Changi, Southeast, 819665, Singapore",holiday
2023-05-01,11:00:00,1,"T4 Departure Drive, Changi, Southeast, 819665, Singapore",holiday
2023-05-01,11:00:00,1,"Changi Airport Connector, Changi, Southeast, 819658, Singapore",holiday
2023-05-01,11:00:00,1,"Car Park 4B, T4 Way, Changi, Southeast, 819665, Singapore",holiday
2023-05-01,11:00:00,1,"Car Park 4B, T4 Way, Changi, Southeast, 819665, Singapore",holiday
2023-05-01,11:00:00,1,"Changi Airport Connector, Changi, Southeast, 819658, Singapore",holiday
2023-05-01,11:00:00,1,"Changi Airport Connector, Changi, Southeast, 819658, Singapore",holiday
2023-05-01,11:00:00,1,"Car Park 4B, T4 Way, Changi, Southeast, 819665, Singapore",holiday
2023-05-01,11:00:00,1,"Changi Airport Connector, Changi, Southeast, 819658, Singapore",holiday
2023-05-01,11:00:00,1,"Changi Airport Connector, Changi, Southeast, 819658, Singapore",holiday
2023-05-01,11:00:00,2,"T4 Way, Changi, Southeast, 819665, Singapore",holiday
2023-05-01,11:00:00,1,"Changi Airport Aircraft Flyover, T4 Way, Changi, Southeast, 819659, Singapore",holiday
2023-05-01,11:00:00,1,"T4 Departure Drive, Changi, Southeast, 819665, Singapore",holiday
2023-05-01,11:00:00,1,"Car Park 4B, T4 Way, Changi, Southeast, 819665, Singapore",holiday
2023-05-01,11:00:00,1,"Changi Airport Aircraft Flyover, T4 Way, Changi, Southeast, 819659, Singapore",holiday
2023-05-01,11:00:00,1,"T4 Departure Drive, Changi, Southeast, 819665, Singapore",holiday
2023-05-01,11:00:00,1,"T4 Link, Changi, Southeast, 819659, Singapore",holiday
2023-05-01,11:00:00,1,"Changi Airport Aircraft Flyover, T4 Way, Changi, Southeast, 819659, Singapore",holiday
2023-05-01,11:00:00,3,"T4 Departure Drive, Changi, Southeast, 819665, Singapore",holiday
2023-05-01,11:00:00,1,"Changi Airport Aircraft Flyover, T4 Way, Changi, Southeast, 819659, Singapore",holiday
2023-05-01,11:00:00,1,"Changi Airport Aircraft Flyover, T4 Way, Changi, Southeast, 819659, Singapore",holiday
2023-05-01,11:00:00,1,"Changi Airport Aircraft Flyover, T4 Way, Changi, Southeast, 819659, Singapore",holiday
2023-05-01,11:00:00,1,"Changi Airport Aircraft Flyover, T4 Way, Changi, Southeast, 819659, Singapore",holiday
2023-05-01,11:00:00,1,"Changi Airport Aircraft Flyover, T4 Way, Changi, Southeast, 819659, Singapore",holiday
2023-05-01,11:00:00,1,"T4 Departure Drive, Changi, Southeast, 819665, Singapore",holiday
2023-05-01,11:00:00,3,"T4 Departure Drive, Changi, Southeast, 819665, Singapore",holiday
2023-05-01,11:00:00,1,"T4 Way, Changi, Southeast, 819645, Singapore",holiday
2023-05-01,11:00:00,3,"T4 Departure Drive, Changi, Southeast, 819665, Singapore",holiday
2023-05-01,11:00:00,1,"Airport Boulevard, Changi, Southeast, 819645, Singapore",holiday
2023-05-01,11:00:00,1,"Airport Boulevard, Changi, Southeast, 819658, Singapore",holiday
2023-05-01,11:00:00,1,"Airport Boulevard, Changi, Southeast, 819658, Singapore",holiday
2023-05-01,11:00:00,1,"SATS Inflight Catering Centre 1, 20, Airport Boulevard, Changi, Singapore, Southeast, 819659, Singapore",holiday
2023-05-01,11:00:00,1,"H1-H8, T4 Departure Drive, Changi, Southeast, 819665, Singapore",holiday
2023-05-01,11:00:00,1,"Changi Airport Terminal 3, 65, T1 Boulevard, Changi, Singapore, Southeast, 819663, Singapore",holiday
2023-05-01,11:00:00,1,"Changi Airport Terminal 3, 65, T1 Boulevard, Changi, Singapore, Southeast, 819663, Singapore",holiday
2023-05-01,11:00:00,2,"Changi Airport Terminal 3, 65, T1 Boulevard, Changi, Singapore, Southeast, 819663, Singapore",holiday
2023-05-01,11:00:00,1,"Changi Airport Terminal 3, 65, T1 Boulevard, Changi, Singapore, Southeast, 819663, Singapore",holiday
2023-05-01,11:00:00,1,"Changi Airport Terminal 3, 65, T1 Boulevard, Changi, Singapore, Southeast, 819663, Singapore",holiday
2023-05-01,11:00:00,1,"Changi Airport Terminal 3, 65, T1 Boulevard, Changi, Singapore, Southeast, 819663, Singapore",holiday
2023-05-01,11:00:00,1,"Changi Airport Terminal 3, 65, T1 Boulevard, Changi, Singapore, Southeast, 819663, Singapore",holiday
2023-05-01,11:00:00,4,"T3 Departure Drive, Changi, Southeast, 818937, Singapore",holiday
2023-05-01,11:00:00,1,"Changi Airport Terminal 3, 65, T1 Boulevard, Changi, Singapore, Southeast, 819663, Singapore",holiday
2023-05-01,11:00:00,1,"Changi Airport Terminal 3, 65, T1 Boulevard, Changi, Singapore, Southeast, 819663, Singapore",holiday
2023-05-01,11:00:00,2,"T3 Departure Drive, Changi, Southeast, 818937, Singapore",holiday
2023-05-01,11:00:00,3,"T3 Departure Drive, Changi, Southeast, 818937, Singapore",holiday
2023-05-01,11:00:00,1,"Changi Airport Terminal 3, 65, T1 Boulevard, Changi, Singapore, Southeast, 819663, Singapore",holiday
2023-05-01,11:00:00,1,"Changi Airport Terminal 3, 65, T1 Boulevard, Changi, Singapore, Southeast, 819663, Singapore",holiday
2023-05-01,11:00:00,1,"T3 Departure Drive, Changi, Southeast, 818937, Singapore",holiday
2023-05-01,11:00:00,1,"T3 Arrival Drive, Changi, Southeast, 819663, Singapore",holiday
2023-05-01,11:00:00,3,"T3 Departure Drive, Changi, Southeast, 818937, Singapore",holiday
2023-05-01,11:00:00,1,"T3 Arrival Drive, Changi, Southeast, 819663, Singapore",holiday
2023-05-01,11:00:00,1,"T3 Arrival Drive, Changi, Southeast, 819663, Singapore",holiday
2023-05-01,11:00:00,2,"T3 Departure Drive, Changi, Southeast, 818937, Singapore",holiday
2023-05-01,11:00:00,3,"T3 Arrival Drive, Changi, Southeast, 819663, Singapore",holiday
2023-05-01,11:00:00,3,"Terminal 3, T1 Boulevard, Changi, Southeast, 819643, Singapore",holiday
2023-05-01,11:00:00,2,"Terminal 3, T1 Boulevard, Changi, Southeast, 819643, Singapore",holiday
2023-05-01,11:00:00,2,"T3 Arrival Drive, Changi, Southeast, 819663, Singapore",holiday
2023-05-01,11:00:00,1,"T3 Arrival Drive, Changi, Southeast, 819663, Singapore",holiday
2023-05-01,11:00:00,1,"Airport Boulevard, Changi, Southeast, 819658, Singapore",holiday
2023-05-01,11:00:00,1,"Airport Boulevard, Changi, Southeast, 818937, Singapore",holiday
2023-05-01,11:00:00,2,"T3 Arrival Drive, Changi, Southeast, 819663, Singapore",holiday
2023-05-01,11:00:00,2,"T3 Arrival Drive, Changi, Southeast, 819663, Singapore",holiday
2023-05-01,11:00:00,1,"T3 Arrival Drive, Changi, Southeast, 819663, Singapore",holiday
