date,time,address,congestion_minutes,congestion_minute_counts
2018-11-25,00,"Changi Airport Terminal 2, 60, Airport Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[0, 1, 2, 3, 4, 5, 6, 7]",8
2018-11-25,00,"Changi Airport Terminal 2, 60, Airport Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34]",26
2018-11-25,00,"Changi Airport Terminal 2, 60, Airport Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52]",17
2018-11-25,00,"T3 Departure Drive, Changi, Southeast, 818937, Singapore","[11, 12]",2
2018-11-25,00,"T3 Departure Drive, Changi, Southeast, 818937, Singapore","[18, 19]",2
2018-11-25,00,"T3 Departure Drive, Changi, Southeast, 818937, Singapore","[22, 23]",2
2018-11-25,00,"T3 Departure Drive, Changi, Southeast, 818937, Singapore","[25, 26]",2
2018-11-25,00,"T3 Departure Drive, Changi, Southeast, 818937, Singapore","[30, 31, 32, 33]",4
2018-11-25,00,"T3 Departure Drive, Changi, Southeast, 818937, Singapore","[43, 44, 45]",3
2018-11-25,00,"T3 Departure Drive, Changi, Southeast, 818937, Singapore","[47, 48, 49]",3
2018-11-25,05,"Changi Airport Terminal 2, 60, Airport Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[12, 13, 14, 15, 16, 17, 18, 19]",8
2018-11-25,05,"Changi Airport Terminal 2, 60, Airport Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[34, 35, 36, 37, 38]",5
2018-11-25,05,"Changi Airport Terminal 2, 60, Airport Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[41, 42, 43]",3
2018-11-25,05,"Changi Airport Terminal 2, 60, Airport Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[45, 46, 47, 48]",4
2018-11-25,06,"Changi Airport Terminal 2, 60, Airport Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",13
2018-11-25,06,"Changi Airport Terminal 2, 60, Airport Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]",13
2018-11-25,06,"Changi Airport Terminal 2, 60, Airport Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[31, 32, 33, 34, 35, 36, 37, 38, 39, 40]",10
2018-11-25,06,"Changi Airport Terminal 2, 60, Airport Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[42, 43, 44]",3
2018-11-25,06,"Changi Airport Terminal 2, 60, Airport Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[50, 51]",2
2018-11-25,06,"Changi Airport Terminal 2, 60, Airport Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[56, 57, 58, 59]",4
2018-11-25,07,"Changi Airport Terminal 2, 60, Airport Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[3, 4, 5, 6]",4
2018-11-25,07,"Changi Airport Terminal 2, 60, Airport Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]",17
2018-11-25,07,"Changi Airport Terminal 2, 60, Airport Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]",14
2018-11-25,07,"Changi Airport Terminal 2, 60, Airport Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[42, 43]",2
2018-11-25,07,"Changi Airport Terminal 2, 60, Airport Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[45, 46, 47]",3
2018-11-25,07,"Changi Airport Terminal 2, 60, Airport Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[55, 56, 57]",3
2018-11-25,08,"Changi Airport Terminal 2, 60, Airport Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[2, 3, 4, 5]",4
2018-11-25,08,"Changi Airport Terminal 2, 60, Airport Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[8, 9, 10]",3
2018-11-25,10,"Changi Airport Terminal 2, 60, Airport Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[22, 23, 24]",3
2018-11-25,10,"Changi Airport Terminal 2, 60, Airport Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[29, 30, 31, 32]",4
2018-11-25,10,"Changi Airport Terminal 2, 60, Airport Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[36, 37]",2
2018-11-25,10,"Changi Airport Terminal 2, 60, Airport Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[54, 55, 56, 57, 58]",5
2018-11-25,11,"Changi Airport Terminal 2, 60, Airport Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[5, 6]",2
2018-11-25,11,"Changi Airport Terminal 2, 60, Airport Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59]",30
