date,time,address,congestion_minutes,congestion_minute_counts
2018-11-25,12,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",15
2018-11-25,12,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]",14
2018-11-25,12,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59]",28
2018-11-25,13,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",15
2018-11-25,13,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[18, 19, 20, 21]",4
2018-11-25,13,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[23, 24, 25, 26]",4
2018-11-25,13,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[33, 34, 35, 36, 37, 38, 39, 40]",8
2018-11-25,13,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[43, 44, 45, 46, 47]",5
2018-11-25,14,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[31, 32, 33, 34, 35]",5
2018-11-25,14,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[56, 57, 58, 59]",4
2018-11-25,15,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[9, 10, 11]",3
2018-11-25,15,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[15, 16]",2
2018-11-25,17,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[49, 50, 51, 52, 53, 54, 55, 56, 57]",9
2018-11-25,18,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[11, 12, 13]",3
2018-11-25,22,"Changi Airport Terminal 2, 60, Airport Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[52, 53]",2
2018-11-25,22,"Changi Airport Terminal 2, 60, Airport Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[55, 56, 57]",3
2018-11-25,23,"Changi Airport Terminal 2, 60, Airport Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",13
2018-11-25,23,"T3 Departure Drive, Changi, Southeast, 818937, Singapore","[38, 39]",2
2018-11-25,23,"T3 Departure Drive, Changi, Southeast, 818937, Singapore","[41, 42]",2
2018-11-25,23,"T3 Departure Drive, Changi, Southeast, 818937, Singapore","[46, 47]",2
2018-11-25,23,"T3 Departure Drive, Changi, Southeast, 818937, Singapore","[54, 55]",2
2018-11-25,23,"T3 Departure Drive, Changi, Southeast, 818937, Singapore","[57, 58, 59]",3
2018-11-25,23,"Changi Airport Terminal 3, 65, T1 Boulevard, Changi, Singapore, Southeast, 819663, Singapore","[51, 52]",2
