date,time,address,frequency
2019-12-20,00,"T3 Departure Drive, Changi, Southeast, 818937, Singapore",1431
2019-12-20,00,"Changi Airport Terminal 3, 65, T1 Boulevard, Changi, Singapore, Southeast, 819663, Singapore",1340
2019-12-20,00,"Changi Airport Terminal 2, 60, Airport Boulevard, Changi, Singapore, Southeast, 819643, Singapore",1240
2019-12-20,00,"T3 Arrival Drive, Changi, Southeast, 819663, Singapore",1200
2019-12-20,00,"Airport Boulevard, Changi, Southeast, 819658, Singapore",937
2019-12-20,01,"Changi Airport Terminal 2, 60, Airport Boulevard, Changi, Singapore, Southeast, 819643, Singapore",1527
2019-12-20,01,"Changi Airport Terminal 3, 65, T1 Boulevard, Changi, Singapore, Southeast, 819663, Singapore",1291
2019-12-20,01,"T3 Arrival Drive, Changi, Southeast, 819663, Singapore",1158
2019-12-20,01,"T3 Departure Drive, Changi, Southeast, 818937, Singapore",986
2019-12-20,01,"Airport Boulevard, Changi, Southeast, 819658, Singapore",684
2019-12-20,02,"T3 Arrival Drive, Changi, Southeast, 819663, Singapore",826
2019-12-20,02,"Changi Airport Terminal 2, 60, Airport Boulevard, Changi, Singapore, Southeast, 819643, Singapore",801
2019-12-20,02,"Changi Airport Terminal 3, 65, T1 Boulevard, Changi, Singapore, Southeast, 819663, Singapore",746
2019-12-20,02,"Terminal 3, T1 Boulevard, Changi, Southeast, 819643, Singapore",660
2019-12-20,02,"T4 Departure Drive, Changi, Southeast, 819665, Singapore",470
2019-12-20,03,"Changi Airport Terminal 2, 60, Airport Boulevard, Changi, Singapore, Southeast, 819643, Singapore",944
2019-12-20,03,"T3 Arrival Drive, Changi, Southeast, 819663, Singapore",683
2019-12-20,03,"Terminal 3, T1 Boulevard, Changi, Southeast, 819643, Singapore",538
2019-12-20,03,"Car Park 4B, T4 Way, Changi, Southeast, 819665, Singapore",401
2019-12-20,03,"Changi Airport Terminal 3, 65, T1 Boulevard, Changi, Singapore, Southeast, 819663, Singapore",354
2019-12-20,04,"Changi Airport Terminal 2, 60, Airport Boulevard, Changi, Singapore, Southeast, 819643, Singapore",866
2019-12-20,04,"T3 Arrival Drive, Changi, Southeast, 819663, Singapore",616
2019-12-20,04,"Changi Airport Terminal 3, 65, T1 Boulevard, Changi, Singapore, Southeast, 819663, Singapore",418
2019-12-20,04,"T2 Departure Drive, Changi, Southeast, 918141, Singapore",417
2019-12-20,04,"Car Park 2B, T2 Departure Drive, Changi, Southeast, 918141, Singapore",286
2019-12-20,05,"T3 Departure Drive, Changi, Southeast, 818937, Singapore",1248
2019-12-20,05,"T3 Arrival Drive, Changi, Southeast, 819663, Singapore",1211
2019-12-20,05,"Changi Airport Terminal 2, 60, Airport Boulevard, Changi, Singapore, Southeast, 819643, Singapore",889
2019-12-20,05,"Changi Airport Terminal 3, 65, T1 Boulevard, Changi, Singapore, Southeast, 819663, Singapore",886
2019-12-20,05,"Terminal 3, T1 Boulevard, Changi, Southeast, 819643, Singapore",394
2019-12-20,06,"T3 Departure Drive, Changi, Southeast, 818937, Singapore",1430
2019-12-20,06,"Changi Airport Terminal 3, 65, T1 Boulevard, Changi, Singapore, Southeast, 819663, Singapore",1347
2019-12-20,06,"T3 Arrival Drive, Changi, Southeast, 819663, Singapore",1303
2019-12-20,06,"Changi Airport Terminal 2, 60, Airport Boulevard, Changi, Singapore, Southeast, 819643, Singapore",1205
2019-12-20,06,"T2 Departure Drive, Changi, Southeast, 918141, Singapore",570
2019-12-20,07,"T3 Departure Drive, Changi, Southeast, 818937, Singapore",1478
2019-12-20,07,"Changi Airport Terminal 3, 65, Airport Boulevard, Changi, Singapore, Southeast, 819663, Singapore",1432
2019-12-20,07,"T3 Arrival Drive, Changi, Southeast, 819663, Singapore",1302
2019-12-20,07,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore",1176
2019-12-20,07,"T2 Departure Drive, Changi, Southeast, 918141, Singapore",772
2019-12-20,08,"T3 Departure Drive, Changi, Southeast, 818937, Singapore",1264
2019-12-20,08,"T3 Arrival Drive, Changi, Southeast, 819663, Singapore",1166
2019-12-20,08,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore",1086
2019-12-20,08,"T2 Departure Drive, Changi, Southeast, 918141, Singapore",869
2019-12-20,08,"Changi Airport Terminal 3, 65, Airport Boulevard, Changi, Singapore, Southeast, 819663, Singapore",804
2019-12-20,09,"T3 Departure Drive, Changi, Southeast, 818937, Singapore",1040
2019-12-20,09,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore",1031
2019-12-20,09,"T3 Arrival Drive, Changi, Southeast, 819663, Singapore",984
2019-12-20,09,"Changi Airport Terminal 3, 65, Airport Boulevard, Changi, Singapore, Southeast, 819663, Singapore",700
2019-12-20,09,"Terminal 3, T3 Basement Drive, Changi, Southeast, 819663, Singapore",656
2019-12-20,10,"T3 Arrival Drive, Changi, Southeast, 819663, Singapore",982
2019-12-20,10,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore",867
2019-12-20,10,"T3 Departure Drive, Changi, Southeast, 818937, Singapore",825
2019-12-20,10,"Terminal 3, T3 Basement Drive, Changi, Southeast, 819663, Singapore",776
2019-12-20,10,"Changi Airport Terminal 3, 65, Airport Boulevard, Changi, Singapore, Southeast, 819663, Singapore",749
2019-12-20,11,"T3 Departure Drive, Changi, Southeast, 818937, Singapore",1228
2019-12-20,11,"T3 Arrival Drive, Changi, Southeast, 819663, Singapore",980
2019-12-20,11,"Changi Airport Terminal 3, 65, Airport Boulevard, Changi, Singapore, Southeast, 819663, Singapore",854
2019-12-20,11,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore",765
2019-12-20,11,"T2 Departure Drive, Changi, Southeast, 918141, Singapore",651
2019-12-20,12,"T3 Arrival Drive, Changi, Southeast, 819663, Singapore",1039
2019-12-20,12,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore",946
2019-12-20,12,"Changi Airport Terminal 3, 65, Airport Boulevard, Changi, Singapore, Southeast, 819663, Singapore",921
2019-12-20,12,"T3 Departure Drive, Changi, Southeast, 818937, Singapore",693
2019-12-20,12,"Changi Airport Aircraft Flyover, Airport Boulevard, Changi, Southeast, 819645, Singapore",645
2019-12-20,13,"T3 Arrival Drive, Changi, Southeast, 819663, Singapore",1134
2019-12-20,13,"Changi Airport Terminal 3, 65, Airport Boulevard, Changi, Singapore, Southeast, 819663, Singapore",1046
2019-12-20,13,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore",889
2019-12-20,13,"Terminal 3, T3 Basement Drive, Changi, Southeast, 819663, Singapore",656
2019-12-20,13,"Changi Airport Terminal 1, 80, T1 Boulevard, Changi, Singapore, Southeast, 819642, Singapore",569
2019-12-20,14,,
2019-12-20,15,,
2019-12-20,16,"Changi Airport Terminal 3, 65, Airport Boulevard, Changi, Singapore, Southeast, 819663, Singapore",1031
2019-12-20,16,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore",910
2019-12-20,16,"T3 Arrival Drive, Changi, Southeast, 819663, Singapore",887
2019-12-20,16,"T3 Departure Drive, Changi, Southeast, 818937, Singapore",812
2019-12-20,16,"Changi Airport Terminal 1, 80, T1 Boulevard, Changi, Singapore, Southeast, 819642, Singapore",475
2019-12-20,17,"T3 Arrival Drive, Changi, Southeast, 819663, Singapore",1065
2019-12-20,17,"Changi Airport Terminal 3, 65, Airport Boulevard, Changi, Singapore, Southeast, 819663, Singapore",1063
2019-12-20,17,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore",913
2019-12-20,17,"T3 Departure Drive, Changi, Southeast, 818937, Singapore",892
2019-12-20,17,"Changi Airport Terminal 1, 80, T1 Boulevard, Changi, Singapore, Southeast, 819642, Singapore",599
2019-12-20,18,"T3 Arrival Drive, Changi, Southeast, 819663, Singapore",1393
2019-12-20,18,"Changi Airport Terminal 3, 65, Airport Boulevard, Changi, Singapore, Southeast, 819663, Singapore",1223
2019-12-20,18,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore",1203
2019-12-20,18,"T3 Departure Drive, Changi, Southeast, 818937, Singapore",1151
2019-12-20,18,"Changi Airport Terminal 1, 80, T1 Boulevard, Changi, Singapore, Southeast, 819642, Singapore",641
2019-12-20,19,,
