date,hour,avg_taxi_drivers,max_cluster_size
2019-12-20,00,533.85,36
2019-12-20,01,440.45,36
2019-12-20,02,219.63,27
2019-12-20,03,180.83,23
2019-12-20,04,154.27,25
2019-12-20,05,281.12,25
2019-12-20,06,369.58,29
2019-12-20,07,360.58,33
2019-12-20,08,345.17,30
2019-12-20,09,289.88,30
2019-12-20,10,274.85,24
2019-12-20,11,284.62,27
2019-12-20,12,284.95,24
2019-12-20,13,269.73,24
2019-12-20,14,0,0
2019-12-20,15,0,0
2019-12-20,16,288.23,43
2019-12-20,17,353.62,23
2019-12-20,18,409.78,28
2019-12-20,19,0,0
2019-12-20,20,480.0,29
2019-12-20,21,576.78,94
2019-12-20,22,0,0
2019-12-20,23,0,0
