date,time,address,frequency
2023-03-14,00,"T3 Arrival Drive, Changi, Southeast, 819663, Singapore",1157
2023-03-14,00,"Changi Airport Aircraft Flyover, Airport Boulevard, Changi, Southeast, 819645, Singapore",572
2023-03-14,00,"Changi Airport Connector, Changi, Southeast, 819658, Singapore",420
2023-03-14,00,"T1 Departure Crescent, Changi, Southeast, 819642, Singapore",405
2023-03-14,00,"Terminal 3, T3 Basement Drive, Changi, Southeast, 819663, Singapore",398
2023-03-14,01,"T3 Arrival Drive, Changi, Southeast, 819663, Singapore",541
2023-03-14,01,"Terminal 3, T3 Basement Drive, Changi, Southeast, 819663, Singapore",504
2023-03-14,01,"Changi Airport Terminal 3, 65, Airport Boulevard, Changi, Singapore, Southeast, 819663, Singapore",311
2023-03-14,01,"T1 Basement Drive, Changi, Southeast, 819642, Singapore",239
2023-03-14,01,"T1 Departure Crescent, Changi, Southeast, 819642, Singapore",213
2023-03-14,02,"T1 Departure Crescent, Changi, Southeast, 819642, Singapore",275
2023-03-14,02,"T3 Arrival Drive, Changi, Southeast, 819663, Singapore",235
2023-03-14,02,"T1 Basement Drive, Changi, Southeast, 819642, Singapore",227
2023-03-14,02,"Changi Airport Terminal 1, 80, T1 Boulevard, Changi, Singapore, Southeast, 819642, Singapore",215
2023-03-14,02,"Terminal 3, T3 Basement Drive, Changi, Southeast, 819663, Singapore",184
2023-03-14,03,"T1 Departure Crescent, Changi, Southeast, 819642, Singapore",299
2023-03-14,03,"T1 Basement Drive, Changi, Southeast, 819642, Singapore",208
2023-03-14,03,"The Coffee Bean & Tea Leaf, #02-44, T1 Basement Drive, Changi, Singapore, Southeast, 819642, Singapore",194
2023-03-14,03,"Changi Airport Terminal 1, 80, T1 Boulevard, Changi, Singapore, Southeast, 819642, Singapore",189
2023-03-14,03,"T3 Arrival Drive, Changi, Southeast, 819663, Singapore",174
2023-03-14,04,"Terminal 3, T3 Basement Drive, Changi, Southeast, 819663, Singapore",262
2023-03-14,04,"Changi Airport Terminal 1, 80, T1 Boulevard, Changi, Singapore, Southeast, 819642, Singapore",252
2023-03-14,04,"T1 Departure Crescent, Changi, Southeast, 819642, Singapore",249
