date,time,address,congestion_minutes,congestion_minute_counts
2019-12-25,20,"Changi Airport Terminal 2, 60, Airport Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[46, 47, 48, 49, 50, 51, 52, 53]",8
2019-12-25,20,"Changi Airport Terminal 2, 60, Airport Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[56, 57, 58, 59]",4
2019-12-25,21,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",13
2019-12-25,21,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[14, 15, 16, 17]",4
2019-12-25,21,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[21, 22]",2
2019-12-25,21,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[30, 31]",2
2019-12-25,21,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[33, 34]",2
2019-12-25,21,"The Coffee Bean & Tea Leaf, #02-44, T1 Basement Drive, Changi, Singapore, Southeast, 819642, Singapore","[22, 23]",2
2019-12-25,21,"Terminal 3, T3 Basement Drive, Changi, Southeast, 819663, Singapore","[26, 27, 28, 29, 30]",5
2019-12-25,21,"Changi Airport Terminal 1, 80, T1 Boulevard, Changi, Singapore, Southeast, 819642, Singapore","[30, 31, 32]",3
2019-12-25,21,"Changi Airport Terminal 1, 80, T1 Boulevard, Changi, Singapore, Southeast, 819642, Singapore","[44, 45, 46]",3
