date,time,address,congestion_minutes,congestion_minute_counts
2018-12-23,00,"T3 Departure Drive, Changi, Southeast, 818937, Singapore","[0, 1, 2]",3
2018-12-23,00,"T3 Departure Drive, Changi, Southeast, 818937, Singapore","[7, 8]",2
2018-12-23,00,"T3 Departure Drive, Changi, Southeast, 818937, Singapore","[12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",12
2018-12-23,00,"T3 Departure Drive, Changi, Southeast, 818937, Singapore","[25, 26, 27]",3
2018-12-23,00,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[0, 1, 2]",3
2018-12-23,00,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[8, 9, 10, 11]",4
2018-12-23,06,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[5, 6]",2
2018-12-23,06,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[15, 16]",2
2018-12-23,06,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[28, 29]",2
2018-12-23,06,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[31, 32]",2
2018-12-23,06,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[36, 37, 38]",3
2018-12-23,06,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[41, 42]",2
2018-12-23,06,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57]",14
2018-12-23,07,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[0, 1, 2, 3, 4, 5]",6
2018-12-23,07,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45]",37
2018-12-23,07,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[51, 52]",2
2018-12-23,07,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[54, 55, 56, 57, 58, 59]",6
2018-12-23,08,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",24
2018-12-23,08,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[25, 26, 27, 28]",4
2018-12-23,08,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56]",26
2018-12-23,09,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[0, 1]",2
2018-12-23,09,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[3, 4, 5, 6]",4
