date,time,address,frequency
2019-12-19,00,"Changi Airport Terminal 3, 65, Airport Boulevard, Changi, Singapore, Southeast, 819663, Singapore",1033
2019-12-19,00,"T3 Arrival Drive, Changi, Southeast, 819663, Singapore",1027
2019-12-19,00,"T3 Departure Drive, Changi, Southeast, 818937, Singapore",931
2019-12-19,00,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore",906
2019-12-19,00,"Airport Boulevard, Changi, Southeast, 819658, Singapore",861
2019-12-19,01,"T3 Arrival Drive, Changi, Southeast, 819663, Singapore",1335
2019-12-19,01,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore",1022
2019-12-19,01,"Changi Airport Terminal 3, 65, Airport Boulevard, Changi, Singapore, Southeast, 819663, Singapore",950
2019-12-19,01,"Terminal 3, T3 Basement Drive, Changi, Southeast, 819663, Singapore",661
2019-12-19,01,"T3 Arrival Drive, Changi, Southeast, 819643, Singapore",606
2019-12-19,02,"T3 Arrival Drive, Changi, Southeast, 819663, Singapore",861
2019-12-19,02,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore",826
2019-12-19,02,"T3 Arrival Drive, Changi, Southeast, 819661, Singapore",547
2019-12-19,02,"T4 Departure Drive, Changi, Southeast, 819665, Singapore",517
2019-12-19,02,"Terminal 3, T3 Basement Drive, Changi, Southeast, 819663, Singapore",506
2019-12-19,03,"T3 Arrival Drive, Changi, Southeast, 819663, Singapore",867
2019-12-19,03,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore",842
2019-12-19,03,"Terminal 3, T3 Basement Drive, Changi, Southeast, 819663, Singapore",529
2019-12-19,03,"Car Park 2B, T2 Departure Drive, Changi, Southeast, 918141, Singapore",290
2019-12-19,03,"T1 Departure Crescent, Changi, Southeast, 819642, Singapore",285
2019-12-19,04,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore",1155
2019-12-19,04,"T2 Departure Drive, Changi, Southeast, 918141, Singapore",654
2019-12-19,04,"T3 Arrival Drive, Changi, Southeast, 819663, Singapore",615
2019-12-19,04,"Car Park 2B, T2 Departure Drive, Changi, Southeast, 918141, Singapore",393
2019-12-19,04,"T1 Departure Crescent, Changi, Southeast, 819642, Singapore",358
2019-12-19,05,"T3 Departure Drive, Changi, Southeast, 818937, Singapore",1224
2019-12-19,05,"T3 Arrival Drive, Changi, Southeast, 819663, Singapore",1074
2019-12-19,05,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore",967
2019-12-19,05,"T2 Departure Drive, Changi, Southeast, 918141, Singapore",818
2019-12-19,05,"Changi Airport Terminal 3, 65, Airport Boulevard, Changi, Singapore, Southeast, 819663, Singapore",621
2019-12-19,06,"T3 Departure Drive, Changi, Southeast, 818937, Singapore",1300
2019-12-19,06,"T3 Arrival Drive, Changi, Southeast, 819663, Singapore",1296
2019-12-19,06,"Changi Airport Terminal 3, 65, Airport Boulevard, Changi, Singapore, Southeast, 819663, Singapore",1016
2019-12-19,06,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore",972
2019-12-19,06,"T2 Departure Drive, Changi, Southeast, 918141, Singapore",731
2019-12-19,07,"T3 Departure Drive, Changi, Southeast, 818937, Singapore",1521
2019-12-19,07,"Changi Airport Terminal 3, 65, Airport Boulevard, Changi, Singapore, Southeast, 819663, Singapore",1357
2019-12-19,07,"T3 Arrival Drive, Changi, Southeast, 819663, Singapore",1341
2019-12-19,07,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore",967
2019-12-19,07,"T2 Departure Drive, Changi, Southeast, 918141, Singapore",801
2019-12-19,08,"T3 Arrival Drive, Changi, Southeast, 819663, Singapore",1141
2019-12-19,08,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore",1102
2019-12-19,08,"T3 Departure Drive, Changi, Southeast, 818937, Singapore",1018
2019-12-19,08,"T2 Departure Drive, Changi, Southeast, 918141, Singapore",856
2019-12-19,08,"Changi Airport Terminal 3, 65, Airport Boulevard, Changi, Singapore, Southeast, 819663, Singapore",669
2019-12-19,09,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore",1140
2019-12-19,09,"T3 Arrival Drive, Changi, Southeast, 819663, Singapore",988
2019-12-19,09,"T2 Departure Drive, Changi, Southeast, 918141, Singapore",807
2019-12-19,09,"T3 Departure Drive, Changi, Southeast, 818937, Singapore",728
2019-12-19,09,"Changi Airport Terminal 3, 65, Airport Boulevard, Changi, Singapore, Southeast, 819663, Singapore",642
2019-12-19,10,"T3 Arrival Drive, Changi, Southeast, 819663, Singapore",983
2019-12-19,10,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore",788
2019-12-19,10,"Changi Airport Terminal 3, 65, Airport Boulevard, Changi, Singapore, Southeast, 819663, Singapore",742
2019-12-19,10,"Terminal 3, T3 Basement Drive, Changi, Southeast, 819663, Singapore",735
2019-12-19,10,"T3 Departure Drive, Changi, Southeast, 818937, Singapore",732
2019-12-19,11,"T3 Departure Drive, Changi, Southeast, 818937, Singapore",1091
2019-12-19,11,"T3 Arrival Drive, Changi, Southeast, 819663, Singapore",1011
2019-12-19,11,"Changi Airport Terminal 2, 60, Airport Boulevard, Changi, Singapore, Southeast, 819643, Singapore",866
2019-12-19,11,"Changi Airport Terminal 3, 65, T1 Boulevard, Changi, Singapore, Southeast, 819663, Singapore",741
2019-12-19,11,"Terminal 3, T1 Boulevard, Changi, Southeast, 819643, Singapore",649
2019-12-19,12,"T3 Arrival Drive, Changi, Southeast, 819663, Singapore",1105
2019-12-19,12,"T3 Departure Drive, Changi, Southeast, 818937, Singapore",1040
2019-12-19,12,"Changi Airport Terminal 2, 60, Airport Boulevard, Changi, Singapore, Southeast, 819643, Singapore",1015
2019-12-19,12,"Changi Airport Terminal 3, 65, T1 Boulevard, Changi, Singapore, Southeast, 819663, Singapore",844
2019-12-19,12,"Terminal 3, T1 Boulevard, Changi, Southeast, 819643, Singapore",633
2019-12-19,13,"T3 Departure Drive, Changi, Southeast, 818937, Singapore",1238
2019-12-19,13,"Changi Airport Terminal 3, 65, T1 Boulevard, Changi, Singapore, Southeast, 819663, Singapore",1092
2019-12-19,13,"T3 Arrival Drive, Changi, Southeast, 819663, Singapore",1028
2019-12-19,13,"Changi Airport Terminal 2, 60, Airport Boulevard, Changi, Singapore, Southeast, 819643, Singapore",966
2019-12-19,13,"Terminal 3, T1 Boulevard, Changi, Southeast, 819643, Singapore",654
2019-12-19,14,"Changi Airport Terminal 3, 65, T1 Boulevard, Changi, Singapore, Southeast, 819663, Singapore",1441
2019-12-19,14,"T3 Arrival Drive, Changi, Southeast, 819663, Singapore",1132
2019-12-19,14,"Changi Airport Terminal 2, 60, Airport Boulevard, Changi, Singapore, Southeast, 819643, Singapore",895
2019-12-19,14,"Terminal 3, T1 Boulevard, Changi, Southeast, 819643, Singapore",599
2019-12-19,14,"T3 Departure Drive, Changi, Southeast, 818937, Singapore",543
2019-12-19,15,"Changi Airport Terminal 3, 65, T1 Boulevard, Changi, Singapore, Southeast, 819663, Singapore",1407
2019-12-19,15,"T3 Arrival Drive, Changi, Southeast, 819663, Singapore",1292
2019-12-19,15,"Changi Airport Terminal 2, 60, Airport Boulevard, Changi, Singapore, Southeast, 819643, Singapore",1011
2019-12-19,15,"Terminal 3, T1 Boulevard, Changi, Southeast, 819643, Singapore",542
2019-12-19,15,"Changi Airport Aircraft Flyover, T4 Way, Changi, Southeast, 819659, Singapore",528
