date,time,address,frequency
2023-07-09,00,"T3 Departure Drive, Changi, Southeast, 818937, Singapore",691
2023-07-09,00,"T3 Arrival Drive, Changi, Southeast, 819663, Singapore",386
2023-07-09,00,"T4 Departure Drive, Changi, Southeast, 819665, Singapore",272
2023-07-09,00,"Changi Airport Terminal 3, 65, T1 Boulevard, Changi, Singapore, Southeast, 819663, Singapore",227
2023-07-09,00,"Changi Airport Connector, Changi, Southeast, 819658, Singapore",199
2023-07-09,01,"T4 Departure Drive, Changi, Southeast, 819665, Singapore",240
2023-07-09,01,"T3 Departure Drive, Changi, Southeast, 818937, Singapore",239
2023-07-09,01,"T3 Arrival Drive, Changi, Southeast, 819663, Singapore",164
2023-07-09,01,"T1 Departure Crescent, Changi, Southeast, 819642, Singapore",143
2023-07-09,01,"Changi Airport Connector, Changi, Southeast, 819658, Singapore",75
2023-07-09,02,"T4 Departure Drive, Changi, Southeast, 819665, Singapore",348
2023-07-09,02,"Changi Airport Aircraft Flyover, T4 Way, Changi, Southeast, 819659, Singapore",216
2023-07-09,02,"Jewel Changi Basement, T1 Departure Crescent, Changi, Southeast, 819642, Singapore",157
2023-07-09,02,"The Coffee Bean & Tea Leaf, #02-44, T1 Basement Drive, Changi, Singapore, Southeast, 819642, Singapore",131
2023-07-09,02,"Changi Airport Connector, Changi, Southeast, 819658, Singapore",124
2023-07-09,03,"T1 Departure Crescent, Changi, Southeast, 819642, Singapore",193
2023-07-09,03,"T4 Departure Drive, Changi, Southeast, 819665, Singapore",163
2023-07-09,03,"Jewel Changi Basement, T1 Departure Crescent, Changi, Southeast, 819642, Singapore",158
2023-07-09,03,"Car Park 4B, T4 Way, Changi, Southeast, 819665, Singapore",143
2023-07-09,03,"T3 Departure Drive, Changi, Southeast, 818937, Singapore",115
2023-07-09,04,"T3 Arrival Drive, Changi, Southeast, 819663, Singapore",236
2023-07-09,04,"T1 Departure Crescent, Changi, Southeast, 819642, Singapore",197
2023-07-09,04,"Jewel Changi Basement, T1 Departure Crescent, Changi, Southeast, 819642, Singapore",192
2023-07-09,04,"T1 Basement Drive, Changi, Southeast, 819642, Singapore",157
2023-07-09,04,"T3 Departure Drive, Changi, Southeast, 818937, Singapore",150
2023-07-09,05,"T3 Arrival Drive, Changi, Southeast, 819663, Singapore",293
2023-07-09,05,"T3 Departure Drive, Changi, Southeast, 818937, Singapore",291
2023-07-09,05,"Changi Airport Terminal 3, 65, T1 Boulevard, Changi, Singapore, Southeast, 819663, Singapore",186
2023-07-09,05,"Jewel Changi Basement, T1 Departure Crescent, Changi, Southeast, 819642, Singapore",178
2023-07-09,05,"T1 Departure Crescent, Changi, Southeast, 819642, Singapore",173
2023-07-09,06,"T3 Arrival Drive, Changi, Southeast, 819663, Singapore",317
2023-07-09,06,"T3 Departure Drive, Changi, Southeast, 818937, Singapore",250
