date,time,cluster_size,address,day_type
2023-03-06,09:00:00,1,Resorts World Sentosa,weekday
2023-03-06,09:01:00,1,Resorts World Sentosa,weekday
2023-03-06,09:02:00,1,Resorts World Sentosa,weekday
2023-03-06,09:02:00,1,Gateway Avenue,weekday
2023-03-06,09:03:00,1,Resorts World Sentosa,weekday
2023-03-06,09:04:00,1,Resorts World Sentosa,weekday
2023-03-06,09:05:00,1,Shangri-La's Rasa Sentosa Resort & Spa,weekday
2023-03-06,09:05:00,1,Sentosa Gateway,weekday
2023-03-06,09:06:00,1,Siloso Road,weekday
2023-03-06,09:07:00,1,Sentosa Nature Discovery,weekday
2023-03-06,09:07:00,1,Sentosa Golf Club,weekday
2023-03-06,09:08:00,1,Siloso Road,weekday
2023-03-06,09:08:00,1,Bukit Manis Road,weekday
2023-03-06,09:08:00,1,Ocean Drive,weekday
2023-03-06,09:09:00,1,Gateway Avenue,weekday
2023-03-06,09:09:00,1,Artillery Avenue,weekday
2023-03-06,09:10:00,1,Sentosa Gateway,weekday
2023-03-06,09:10:00,1,Sentosa Boardwalk,weekday
2023-03-06,09:10:00,1,Resorts World Sentosa,weekday
2023-03-06,09:11:00,1,Sentosa Boardwalk,weekday
2023-03-06,09:11:00,1,Resorts World Sentosa,weekday
2023-03-06,09:11:00,1,Gateway Avenue,weekday
2023-03-06,09:12:00,1,Sentosa Boardwalk,weekday
2023-03-06,09:12:00,1,Resorts World Sentosa,weekday
2023-03-06,09:12:00,1,Gateway Avenue,weekday
2023-03-06,09:13:00,1,Resorts World Sentosa,weekday
2023-03-06,09:13:00,1,Ironside Road,weekday
2023-03-06,09:13:00,1,Gateway Avenue,weekday
2023-03-06,09:13:00,1,Southern Islands,weekday
2023-03-06,09:14:00,1,Sentosa Gateway,weekday
2023-03-06,09:14:00,1,Resorts World Sentosa,weekday
2023-03-06,09:14:00,1,Bukit Manis Road,weekday
2023-03-06,09:15:00,1,Sentosa Gateway,weekday
2023-03-06,09:15:00,1,Resorts World Sentosa,weekday
2023-03-06,09:15:00,1,Allanbrooke Road,weekday
2023-03-06,09:16:00,1,Resorts World Sentosa,weekday
2023-03-06,09:16:00,1,Allanbrooke Road,weekday
2023-03-06,09:17:00,1,Shangri-La's Rasa Sentosa Resort & Spa,weekday
2023-03-06,09:17:00,1,Resorts World Sentosa,weekday
2023-03-06,09:17:00,1,Allanbrooke Road,weekday
2023-03-06,09:18:00,1,Siloso Road,weekday
2023-03-06,09:18:00,1,Sentosa Boardwalk,weekday
2023-03-06,09:18:00,1,Sentosa Cove,weekday
2023-03-06,09:19:00,1,Siloso Road,weekday
2023-03-06,09:19:00,1,Cove Drive,weekday
2023-03-06,09:19:00,1,Cove Drive,weekday
2023-03-06,09:20:00,1,Siloso Road,weekday
2023-03-06,09:20:00,1,Palawan Beach,weekday
2023-03-06,09:20:00,1,Cove Way,weekday
2023-03-06,09:21:00,1,Resorts World Sentosa,weekday
2023-03-06,09:21:00,1,Artillery Avenue South,weekday
2023-03-06,09:21:00,1,Cove Way,weekday
2023-03-06,09:22:00,1,Sentosa Gateway,weekday
2023-03-06,09:22:00,1,Southern Islands,weekday
2023-03-06,09:22:00,1,Cove Way,weekday
2023-03-06,09:23:00,1,Sentosa Boardwalk,weekday
2023-03-06,09:23:00,1,Sentosa Gateway,weekday
2023-03-06,09:23:00,1,Cove Way,weekday
2023-03-06,09:24:00,1,Sentosa Boardwalk,weekday
2023-03-06,09:24:00,1,Sentosa Gateway,weekday
2023-03-06,09:24:00,1,Cove Way,weekday
2023-03-06,09:25:00,1,Cove Way,weekday
2023-03-06,09:26:00,1,Sentosa Gateway,weekday
2023-03-06,09:26:00,1,Cove Way,weekday
2023-03-06,09:27:00,1,Sentosa Gateway,weekday
2023-03-06,09:27:00,1,Cove Way,weekday
2023-03-06,09:28:00,1,Sentosa Gateway,weekday
2023-03-06,09:28:00,1,Princess Yachts South East Asia,weekday
2023-03-06,09:29:00,1,Serapong Course,weekday
2023-03-06,09:29:00,1,Princess Yachts South East Asia,weekday
2023-03-06,09:30:00,1,Siloso Road,weekday
2023-03-06,09:30:00,1,Gateway Avenue,weekday
2023-03-06,09:30:00,1,Cove Drive,weekday
2023-03-06,09:31:00,1,Siloso Road,weekday
2023-03-06,09:31:00,1,Cove Way,weekday
2023-03-06,09:32:00,1,Sentosa Nature Discovery,weekday
2023-03-06,09:32:00,1,Cove Way,weekday
2023-03-06,09:33:00,1,Mess Hall,weekday
2023-03-06,09:34:00,1,Gateway Avenue,weekday
