date,time,cluster_size,address,day_type
2023-03-06,20:00:00,3,Ironside Link,weekday
2023-03-06,20:00:00,1,Artillery Avenue,weekday
2023-03-06,20:00:00,1,Sentosa Gateway,weekday
2023-03-06,20:01:00,3,Ironside Link,weekday
2023-03-06,20:01:00,1,Artillery Avenue,weekday
2023-03-06,20:02:00,3,Ironside Link,weekday
2023-03-06,20:02:00,1,Artillery Avenue,weekday
2023-03-06,20:04:00,3,Ironside Link,weekday
2023-03-06,20:05:00,3,Ironside Link,weekday
2023-03-06,20:05:00,1,Serapong Course,weekday
2023-03-06,20:05:00,1,Artillery Avenue,weekday
2023-03-06,20:06:00,3,Ironside Link,weekday
2023-03-06,20:06:00,1,Serapong Course,weekday
2023-03-06,20:06:00,1,Artillery Avenue,weekday
2023-03-06,20:07:00,3,Ironside Link,weekday
2023-03-06,20:07:00,1,Serapong Course,weekday
2023-03-06,20:07:00,1,Artillery Avenue,weekday
2023-03-06,20:08:00,3,Ironside Link,weekday
2023-03-06,20:08:00,1,Artillery Avenue,weekday
2023-03-06,20:09:00,3,Ironside Link,weekday
2023-03-06,20:09:00,1,Serapong Course,weekday
2023-03-06,20:09:00,1,Artillery Avenue,weekday
2023-03-06,20:10:00,3,Ironside Link,weekday
2023-03-06,20:10:00,1,Serapong Course,weekday
2023-03-06,20:10:00,1,Artillery Avenue,weekday
2023-03-06,20:11:00,3,Ironside Link,weekday
2023-03-06,20:11:00,1,Artillery Avenue,weekday
2023-03-06,20:12:00,1,Artillery Avenue,weekday
2023-03-06,20:12:00,3,Ironside Link,weekday
2023-03-06,20:12:00,1,Artillery Avenue,weekday
2023-03-06,20:13:00,3,Ironside Link,weekday
2023-03-06,20:13:00,1,Artillery Avenue,weekday
2023-03-06,20:14:00,1,Siloso Road,weekday
2023-03-06,20:14:00,4,Ironside Link,weekday
2023-03-06,20:14:00,1,Artillery Avenue,weekday
2023-03-06,20:15:00,1,Siloso Road,weekday
2023-03-06,20:15:00,1,Sentosa Gateway,weekday
2023-03-06,20:15:00,4,Ironside Link,weekday
2023-03-06,20:16:00,1,Shangri-La's Rasa Sentosa Resort & Spa,weekday
2023-03-06,20:16:00,1,Ironside Road,weekday
2023-03-06,20:16:00,1,Sentosa Gateway,weekday
2023-03-06,20:16:00,4,Ironside Link,weekday
