date,day_of_week,day_type,hour,queue_start,minutes,taxi_count,taxi_count_start,taxi_count_avg,sum
2023-12-05,Tuesday,weekday,06,143.58701318989833,"['06.48.00', '06.49.00']","[15, 12]",15,13.5,2
2023-12-05,Tuesday,weekday,14,211.31936604219848,"['14.52.00', '14.53.00']","[15, 14]",15,14.5,2
2023-11-07,Tuesday,weekday,00,162.63371741047575,"['00.50.00', '00.51.00', '00.52.00', '00.53.00', '00.54.00', '00.55.00', '00.56.00']","[17, 15, 19, 21, 18, 17, 23]",17,18.57,7
2023-11-07,Tuesday,weekday,04,146.7900818031629,"['04.00.00', '04.01.00']","[15, 14]",15,14.5,2
2023-11-07,Tuesday,weekday,04,146.5319605006466,"['04.39.00', '04.40.00']","[15, 15]",15,15.0,2
2023-11-07,Tuesday,weekday,05,114.08908528087623,"['05.54.00', '05.55.00', '05.56.00']","[15, 23, 18]",15,18.67,3
2023-11-07,Tuesday,weekday,06,139.54626480669367,"['06.33.00', '06.34.00', '06.35.00']","[18, 16, 23]",18,19.0,3
2023-11-07,Tuesday,weekday,06,172.41133109030082,"['06.49.00', '06.50.00']","[20, 27]",20,23.5,2
2023-11-07,Tuesday,weekday,09,106.09833624282834,"['09.59.00', '10.00.00', '10.01.00', '10.02.00']","[15, 15, 15, 15]",15,15.0,4
2023-11-07,Tuesday,weekday,10,162.63371731690756,"['10.07.00', '10.08.00', '10.09.00', '10.10.00', '10.11.00']","[18, 18, 14, 20, 20]",18,18.0,5
2023-11-07,Tuesday,weekday,10,198.8236509124069,"['10.14.00', '10.15.00']","[20, 24]",20,22.0,2
2023-11-07,Tuesday,weekday,10,167.29758664608127,"['10.17.00', '10.18.00']","[16, 18]",16,17.0,2
2023-11-07,Tuesday,weekday,10,191.7448058147893,"['10.22.00', '10.23.00']","[18, 15]",18,16.5,2
2023-11-07,Tuesday,weekday,12,109.74652272308514,"['12.39.00', '12.40.00', '12.41.00', '12.42.00']","[16, 16, 16, 13]",16,15.25,4
2023-11-07,Tuesday,weekday,12,179.82492257371132,"['12.55.00', '12.56.00', '12.57.00', '12.58.00', '12.59.00']","[22, 20, 19, 18, 19]",22,19.6,5
2023-11-07,Tuesday,weekday,13,130.51691925292408,"['13.37.00', '13.38.00']","[15, 13]",15,14.0,2
2023-11-07,Tuesday,weekday,15,115.82408573939576,"['15.09.00', '15.10.00', '15.11.00']","[14, 18, 17]",14,16.33,3
2023-11-07,Tuesday,weekday,15,203.7255406043104,"['15.17.00', '15.18.00', '15.19.00']","[15, 20, 22]",15,19.0,3
2023-11-07,Tuesday,weekday,15,195.1731206159112,"['15.21.00', '15.22.00', '15.23.00']","[25, 18, 19]",25,20.67,3
2023-11-07,Tuesday,weekday,15,137.183173408614,"['15.47.00', '15.48.00', '15.49.00', '15.50.00', '15.51.00']","[19, 18, 15, 17, 15]",19,16.8,5
