id,time,taxi_count,queue_length,min_coordinate,max_coordinate,day_type
1,00.00.00,10,64.60965734411494,"1.35279016666667, 103.985871066667","1.35334266666667, 103.98606",weekday
2,00.01.00,12,106.37308462912279,"1.35321, 103.98604","1.35412, 103.98635",weekday
3,00.02.00,24,207.77751941441005,"1.35235, 103.98567","1.3541, 103.98635",weekday
4,00.03.00,0,0,0,0,weekday
5,00.04.00,16,146.63613037256528,"1.35237, 103.98566","1.35362, 103.9861",weekday
6,00.05.00,8,65.35860717436671,"1.35258, 103.98613","1.35311, 103.98639",weekday
7,00.06.00,7,51.005022431314664,"1.35241, 103.98606","1.35282, 103.98627",weekday
8,00.07.00,0,0,0,0,weekday
9,00.08.00,0,0,0,0,weekday
10,00.09.00,0,0,0,0,weekday
11,00.10.00,0,0,0,0,weekday
12,00.11.00,0,0,0,0,weekday
13,00.12.00,0,0,0,0,weekday
14,00.13.00,7,59.417523561813624,"1.35256, 103.98573","1.35304, 103.98597",weekday
15,00.14.00,0,0,0,0,weekday
16,00.15.00,0,0,0,0,weekday
17,00.16.00,0,0,0,0,weekday
18,00.17.00,0,0,0,0,weekday
19,00.18.00,16,126.00723360275768,"1.35271, 103.98582","1.35376, 103.98626",weekday
20,00.19.00,0,0,0,0,weekday
21,00.20.00,7,35.41555126187733,"1.35245, 103.98573","1.35276, 103.98581",weekday
22,00.21.00,9,71.51948282774084,"1.35233, 103.98567","1.35293, 103.98591",weekday
23,00.22.00,0,0,0,0,weekday
24,00.23.00,0,0,0,0,weekday
25,00.24.00,0,0,0,0,weekday
26,00.25.00,0,0,0,0,weekday
27,00.26.00,0,0,0,0,weekday
28,00.27.00,0,0,0,0,weekday
29,00.28.00,0,0,0,0,weekday
30,00.29.00,22,123.63977107654055,"1.35251, 103.98573","1.3535275, 103.986190666667",weekday
31,00.30.00,0,0,0,0,weekday
32,00.31.00,0,0,0,0,weekday
33,00.32.00,17,109.33383343563021,"1.3527, 103.98581","1.35362, 103.98617",weekday
34,00.33.00,10,49.12491873233989,"1.35274, 103.98584","1.35315, 103.98601",weekday
35,00.34.00,7,50.034847363779726,"1.35274, 103.98583","1.35317, 103.98597",weekday
36,00.35.00,0,0,0,0,weekday
37,00.36.00,0,0,0,0,weekday
38,00.37.00,18,155.10106809190924,"1.3525, 103.98571","1.35378, 103.98628",weekday
39,00.38.00,18,175.56628450246933,"1.35235, 103.98564","1.35381, 103.98626",weekday
40,00.39.00,18,174.2812059478093,"1.35235, 103.98567","1.35381, 103.98626",weekday
41,00.40.00,0,0,0,0,weekday
42,00.41.00,24,135.03004009297527,"1.35233, 103.98567","1.35346, 103.98613",weekday
43,00.42.00,16,95.7804864013757,"1.35235, 103.98564","1.35315, 103.98597",weekday
44,00.43.00,0,0,0,0,weekday
45,00.44.00,0,0,0,0,weekday
46,00.45.00,9,68.34883831837585,"1.35326, 103.98602","1.35382, 103.98628",weekday
47,00.46.00,10,84.29590734996587,"1.35337, 103.98607","1.35407, 103.98637",weekday
48,00.47.00,10,63.09275498211413,"1.35349, 103.98613","1.35402, 103.98634",weekday
49,00.48.00,9,58.57527468981331,"1.35359, 103.98617","1.35408, 103.98637",weekday
50,00.49.00,0,0,0,0,weekday
51,00.50.00,0,0,0,0,weekday
52,00.51.00,0,0,0,0,weekday
53,00.52.00,8,30.700519200310765,"1.3527, 103.9858","1.35295, 103.98592",weekday
54,00.53.00,0,0,0,0,weekday
55,00.54.00,0,0,0,0,weekday
56,00.55.00,0,0,0,0,weekday
57,00.56.00,23,160.606256193991,"1.35233, 103.98562","1.35366, 103.9862",weekday
58,00.57.00,23,157.6908756963539,"1.35235, 103.98564","1.35366, 103.9862",weekday
59,00.58.00,16,114.26567042193096,"1.35272, 103.98582","1.35368, 103.9862",weekday
60,00.59.00,0,0,0,0,weekday
61,01.00.00,7,42.14795474960903,"1.3531, 103.98597","1.35345, 103.98612",weekday
62,01.01.00,7,43.037150125102706,"1.3531, 103.98598","1.35347, 103.9861",weekday
63,01.02.00,8,43.03715011135909,"1.35311, 103.98598","1.35348, 103.9861",weekday
64,01.03.00,14,84.33534097575132,"1.35283, 103.98585","1.35355, 103.9861",weekday
65,01.04.00,0,0,0,0,weekday
66,01.05.00,10,74.21586764762667,"1.35298, 103.98593","1.35361, 103.98616",weekday
67,01.06.00,7,43.16550003235349,"1.35324, 103.98602","1.3536, 103.98617",weekday
68,01.07.00,9,73.47792583156165,"1.35295, 103.98595","1.35358, 103.98616",weekday
69,01.08.00,10,93.09844784320352,"1.35304, 103.98593","1.3538, 103.98629",weekday
70,01.09.00,7,48.529411981555036,"1.35341, 103.98609","1.3538, 103.98629",weekday
71,01.10.00,19,175.92034735825536,"1.35233, 103.98564","1.35381, 103.98622",weekday
72,01.11.00,10,72.54640438832845,"1.35233, 103.98564","1.35294, 103.98588",weekday
73,01.12.00,17,137.4984923203832,"1.35273, 103.98582","1.35388, 103.98629",weekday
74,01.13.00,21,183.56115342346425,"1.35236, 103.98567","1.35389, 103.98631",weekday
75,01.14.00,21,167.29758647281022,"1.35249, 103.98571","1.35389, 103.98628",weekday
76,01.15.00,0,0,0,0,weekday
77,01.16.00,27,199.40140542171096,"1.35249, 103.9857","1.35415, 103.9864",weekday
78,01.17.00,35,184.55773068388388,"1.35243, 103.9861","1.35408, 103.98635",weekday
79,01.18.00,12,67.3486930221122,"1.35276, 103.9858","1.35331, 103.98606",weekday
80,01.19.00,13,103.78657689950155,"1.35241, 103.98567","1.35328, 103.98602",weekday
81,01.20.00,22,203.76711827299164,"1.3524, 103.98567","1.35409, 103.9864",weekday
82,01.21.00,23,138.72733110193647,"1.35264, 103.98577","1.35381, 103.98622",weekday
83,01.22.00,22,196.3035015996003,"1.35236, 103.98602","1.3541, 103.98637",weekday
84,01.23.00,14,108.46741351166443,"1.35302, 103.9859","1.35395, 103.98621",weekday
85,01.24.00,8,59.19295838629794,"1.35283, 103.98585","1.35333, 103.98604",weekday
86,01.25.00,12,87.35176282976573,"1.35282, 103.98586","1.35355, 103.98616",weekday
87,01.26.00,12,87.35176282976573,"1.35282, 103.98586","1.35355, 103.98616",weekday
88,01.27.00,0,0,0,0,weekday
89,01.28.00,7,60.531479841504286,"1.35261, 103.98578","1.35313, 103.98595",weekday
90,01.29.00,0,0,0,0,weekday
91,01.30.00,0,0,0,0,weekday
92,01.31.00,9,51.594728167274766,"1.35312, 103.98598","1.35355, 103.98616",weekday
93,01.32.00,9,68.34883954770214,"1.35299, 103.98591","1.35355, 103.98617",weekday
