date,day_of_week,day_type,hour,queue_start,minutes,taxi_count,taxi_count_start,taxi_count_avg,sum
2024-01-01,Monday,holiday,07,119.00266446658962,"['07.46.00', '07.47.00']","[15, 21]",15,18.0,2
2024-01-01,Monday,holiday,10,142.4361630288598,"['10.24.00', '10.25.00', '10.26.00']","[17, 16, 17]",17,16.67,3
2024-01-01,Monday,holiday,11,150.27767583672536,"['11.15.00', '11.16.00', '11.17.00']","[21, 18, 14]",21,17.67,3
2023-12-31,Sunday,weekend,01,168.16902743640986,"['01.09.00', '01.10.00']","[18, 16]",18,17.0,2
2023-12-31,Sunday,weekend,05,184.01307182818684,"['05.10.00', '05.11.00', '05.12.00']","[20, 20, 22]",20,20.67,3
2023-12-31,Sunday,weekend,05,212.9306705765428,"['05.36.00', '05.37.00']","[21, 18]",21,19.5,2
2023-12-31,Sunday,weekend,05,206.197868096534,"['05.46.00', '05.47.00', '05.48.00']","[19, 15, 19]",19,17.67,3
2023-12-31,Sunday,weekend,08,141.60320322464554,"['08.12.00', '08.13.00']","[18, 15]",18,16.5,2
2023-12-30,Saturday,weekend,01,128.93327641057377,"['01.37.00', '01.38.00']","[15, 14]",15,14.5,2
2023-12-30,Saturday,weekend,03,115.86331522260888,"['03.00.00', '03.01.00', '03.02.00']","[15, 14, 12]",15,13.67,3
2023-12-30,Saturday,weekend,03,123.86068981412927,"['03.39.00', '03.40.00']","[16, 15]",16,15.5,2
2023-12-30,Saturday,weekend,04,181.39816396600327,"['04.06.00', '04.07.00', '04.08.00']","[15, 15, 15]",15,15.0,3
2023-12-30,Saturday,weekend,04,149.7045502051583,"['04.15.00', '04.16.00', '04.17.00']","[15, 16, 15]",15,15.33,3
2023-12-30,Saturday,weekend,04,143.88499963881253,"['04.27.00', '04.28.00']","[15, 15]",15,15.0,2
2023-12-30,Saturday,weekend,04,140.39570514167605,"['04.30.00', '04.31.00', '04.32.00', '04.33.00']","[18, 15, 15, 14]",18,15.5,4
2023-12-30,Saturday,weekend,04,140.2632262074919,"['04.35.00', '04.36.00']","[15, 14]",15,14.5,2
2023-12-30,Saturday,weekend,07,209.87099958955173,"['07.40.00', '07.41.00', '07.42.00']","[25, 15, 15]",25,18.33,3
2023-12-30,Saturday,weekend,08,136.33080386757962,"['08.21.00', '08.22.00', '08.23.00']","[17, 13, 15]",17,15.0,3
2023-12-30,Saturday,weekend,08,176.74914018146714,"['08.41.00', '08.42.00', '08.43.00']","[21, 22, 22]",21,21.67,3
2023-12-30,Saturday,weekend,09,183.56115372365352,"['09.19.00', '09.20.00', '09.21.00', '09.22.00']","[22, 15, 16, 14]",22,16.75,4
2023-12-30,Saturday,weekend,11,209.09531459447985,"['11.33.00', '11.34.00']","[21, 23]",21,22.0,2
2023-12-30,Saturday,weekend,11,177.358425231376,"['11.51.00', '11.52.00']","[17, 24]",17,20.5,2
2023-12-25,Monday,holiday,00,130.03094883243546,"['00.57.00', '00.58.00', '00.59.00', '01.00.00', '01.01.00', '01.02.00', '01.03.00']","[15, 18, 20, 16, 23, 13, 24]",15,18.43,7
2023-12-25,Monday,holiday,01,122.0629742987748,"['01.05.00', '01.06.00', '01.07.00', '01.08.00']","[16, 21, 23, 16]",16,19.0,4
2023-12-25,Monday,holiday,01,173.53490885149475,"['01.11.00', '01.12.00']","[23, 19]",23,21.0,2
2023-12-25,Monday,holiday,02,125.57894541463402,"['02.12.00', '02.13.00']","[17, 12]",17,14.5,2
2023-12-25,Monday,holiday,03,163.78953389410577,"['03.08.00', '03.09.00']","[14, 14]",14,14.0,2
2023-12-25,Monday,holiday,03,145.59428081173107,"['03.11.00', '03.12.00']","[14, 14]",14,14.0,2
2023-12-25,Monday,holiday,05,122.0881390604894,"['05.06.00', '05.07.00']","[15, 15]",15,15.0,2
2023-12-25,Monday,holiday,05,163.60049649071152,"['05.17.00', '05.18.00', '05.19.00', '05.20.00', '05.21.00', '05.22.00', '05.23.00', '05.24.00', '05.25.00', '05.26.00', '05.27.00', '05.28.00', '05.29.00']","[21, 21, 23, 23, 23, 22, 22, 22, 14, 16, 20, 21, 14]",21,20.15,13
2023-12-25,Monday,holiday,05,120.33347766701588,"['05.33.00', '05.34.00']","[17, 17]",17,17.0,2
2023-12-25,Monday,holiday,05,116.86972549487244,"['05.56.00', '05.57.00']","[16, 16]",16,16.0,2
2023-12-25,Monday,holiday,06,128.91537214630225,"['06.07.00', '06.08.00']","[16, 21]",16,18.5,2
2023-12-25,Monday,holiday,06,125.79398050777873,"['06.10.00', '06.11.00', '06.12.00', '06.13.00']","[18, 14, 16, 17]",18,16.25,4
2023-12-25,Monday,holiday,07,159.47867566987046,"['07.25.00', '07.26.00', '07.27.00', '07.28.00']","[21, 24, 23, 24]",21,23.0,4
2023-12-25,Monday,holiday,07,174.484519183214,"['07.30.00', '07.31.00']","[23, 14]",23,18.5,2
2023-12-25,Monday,holiday,08,183.73337746312683,"['08.20.00', '08.21.00', '08.22.00', '08.23.00', '08.24.00', '08.25.00']","[22, 17, 21, 21, 14, 15]",22,18.33,6
2023-12-25,Monday,holiday,08,173.661203498755,"['08.31.00', '08.32.00', '08.33.00', '08.34.00']","[21, 22, 19, 20]",21,20.5,4
2023-12-25,Monday,holiday,08,173.57571567048473,"['08.37.00', '08.38.00', '08.39.00']","[21, 18, 21]",21,20.0,3
2023-12-25,Monday,holiday,08,186.4038012341416,"['08.41.00', '08.42.00', '08.43.00', '08.44.00']","[23, 16, 17, 19]",23,18.75,4
2023-12-25,Monday,holiday,08,140.98988610101932,"['08.47.00', '08.48.00', '08.49.00']","[14, 16, 18]",14,16.0,3
2023-12-25,Monday,holiday,08,159.29378954094855,"['08.52.00', '08.53.00', '08.54.00']","[24, 23, 21]",24,22.67,3
2023-12-25,Monday,holiday,08,115.29362878910148,"['08.57.00', '08.58.00']","[14, 19]",14,16.5,2
