date,day_of_week,day_type,hour,queue_start,minutes,taxi_count,taxi_count_start,taxi_count_avg,sum
2023-01-14,Saturday,weekend,00,187.92247945956635,"['00.14.00', '00.15.00', '00.16.00']","[15, 14, 15]",15,14.67,3
2023-01-14,Saturday,weekend,00,123.9725308828469,"['00.26.00', '00.27.00']","[16, 16]",16,16.0,2
2023-01-14,Saturday,weekend,00,127.02680357320035,"['00.29.00', '00.30.00', '00.31.00', '00.32.00', '00.33.00', '00.34.00']","[16, 15, 15, 15, 15, 22]",16,16.33,6
2023-01-14,Saturday,weekend,00,183.87092338814224,"['00.37.00', '00.38.00', '00.39.00', '00.40.00', '00.41.00', '00.42.00', '00.43.00', '00.44.00']","[23, 24, 25, 17, 18, 19, 26, 21]",23,21.62,8
2023-01-14,Saturday,weekend,00,181.04459462188697,"['00.47.00', '00.48.00']","[24, 17]",24,20.5,2
2023-01-14,Saturday,weekend,00,115.54294083710364,"['00.50.00', '00.51.00', '00.52.00']","[15, 17, 14]",15,15.33,3
2023-01-14,Saturday,weekend,00,125.77752733195494,"['00.54.00', '00.55.00']","[14, 13]",14,13.5,2
2023-01-14,Saturday,weekend,04,110.61343330032572,"['04.29.00', '04.30.00']","[15, 16]",15,15.5,2
2023-01-14,Saturday,weekend,04,126.88875164415563,"['04.32.00', '04.33.00', '04.34.00', '04.35.00', '04.36.00', '04.37.00', '04.38.00']","[15, 14, 14, 14, 16, 14, 17]",15,14.86,7
2023-01-14,Saturday,weekend,04,135.45586903436,"['04.40.00', '04.41.00', '04.42.00']","[17, 14, 15]",17,15.33,3
2023-01-14,Saturday,weekend,04,190.06785738853728,"['04.50.00', '04.51.00']","[15, 15]",15,15.0,2
2023-01-14,Saturday,weekend,05,105.97698192221782,"['05.15.00', '05.16.00']","[15, 24]",15,19.5,2
2023-01-14,Saturday,weekend,06,120.22559201982712,"['06.01.00', '06.02.00', '06.03.00']","[15, 19, 18]",15,17.33,3
2023-01-14,Saturday,weekend,07,200.17152939066835,"['07.12.00', '07.13.00']","[21, 20]",21,20.5,2
2023-01-14,Saturday,weekend,07,211.4954703619628,"['07.17.00', '07.18.00', '07.19.00', '07.20.00', '07.21.00']","[22, 22, 14, 14, 14]",22,17.2,5
2023-01-14,Saturday,weekend,07,164.8815432204493,"['07.31.00', '07.32.00']","[17, 14]",17,15.5,2
2023-01-14,Saturday,weekend,07,139.3774355020955,"['07.34.00', '07.35.00', '07.36.00', '07.37.00', '07.38.00']","[18, 16, 14, 15, 16]",18,15.8,5
2023-01-14,Saturday,weekend,07,189.89861443206988,"['07.40.00', '07.41.00']","[14, 14]",14,14.0,2
2023-01-14,Saturday,weekend,09,150.02523111328796,"['09.54.00', '09.55.00']","[14, 14]",14,14.0,2
