id,time,taxi_count,queue_length,min_coordinate,max_coordinate,day_type
1,00.00.00,8,57.76621668747437,"1.35293, 103.9859","1.35342, 103.98608",weekday
2,00.01.00,8,41.316984155701675,"1.35306, 103.98595","1.35341, 103.98608",weekday
3,00.02.00,7,57.993468855261646,"1.35232, 103.98564","1.3528, 103.98585",weekday
4,00.03.00,0,0,0,0,weekday
5,00.04.00,8,50.50478073871137,"1.35305, 103.98592","1.35346, 103.98612",weekday
6,00.05.00,8,50.57754577161899,"1.35304, 103.98593","1.35346, 103.98611",weekday
7,00.06.00,0,0,0,0,weekday
8,00.07.00,0,0,0,0,weekday
9,00.08.00,7,59.0071372232875,"1.35286, 103.98586","1.35335, 103.98607",weekday
10,00.09.00,9,49.024418376004995,"1.35306, 103.98593","1.35346, 103.98612",weekday
11,00.10.00,13,92.72550151062897,"1.35269, 103.98579","1.35346, 103.98612",weekday
12,00.11.00,13,92.72550151062897,"1.35269, 103.98579","1.35346, 103.98612",weekday
13,00.12.00,15,130.823891582347,"1.35238, 103.98564","1.35346, 103.98612",weekday
14,00.13.00,16,136.33080682186744,"1.35238, 103.98564","1.35351, 103.98613",weekday
15,00.14.00,17,149.21401290467833,"1.3524, 103.98564","1.35366, 103.98612",weekday
16,00.15.00,18,150.6462612074558,"1.35238, 103.98567","1.35365, 103.98616",weekday
17,00.16.00,7,62.68904982648642,"1.35238, 103.98566","1.35291, 103.98586",weekday
18,00.17.00,19,185.12026991068336,"1.35237, 103.98568","1.35395, 103.98623",weekday
19,00.18.00,12,74.61303745133745,"1.35328, 103.98604","1.35393, 103.98622",weekday
20,00.19.00,9,71.82638711997805,"1.35328, 103.98603","1.35387, 103.9863",weekday
21,00.20.00,0,0,0,0,weekday
22,00.21.00,13,81.30582975916603,"1.35321, 103.98604","1.35392, 103.98623",weekday
23,00.22.00,12,73.2532011688486,"1.35328, 103.98606","1.35392, 103.98623",weekday
24,00.23.00,23,170.78925069906927,"1.35235, 103.98568","1.35378, 103.98626",weekday
25,00.24.00,21,160.34648218328655,"1.35239, 103.98572","1.35375, 103.98622",weekday
26,00.25.00,21,160.50654035746356,"1.35239, 103.98571","1.35374, 103.98624",weekday
27,00.26.00,16,124.55734120006193,"1.353, 103.98592","1.35404, 103.98635",weekday
28,00.27.00,0,0,0,0,weekday
29,00.28.00,22,205.47846204854568,"1.35235, 103.98568","1.35407661666667, 103.9863626",weekday
30,00.29.00,8,44.6813105747253,"1.35368, 103.98619","1.35407883333333, 103.9862545",weekday
31,00.30.00,18,198.00974189248637,"1.35244, 103.9857","1.35409393333333, 103.98638205",weekday
32,00.31.00,11,80.7016376166918,"1.35343, 103.98608","1.35409363333333, 103.986381783333",weekday
33,00.32.00,0,0,0,0,weekday
34,00.33.00,20,165.43858804922715,"1.35265, 103.9858","1.35404, 103.98635",weekday
35,00.34.00,24,200.17153018650393,"1.35236, 103.98568","1.35404, 103.98635",weekday
36,00.35.00,22,175.08589817468007,"1.35265, 103.98577","1.3541042, 103.986392483333",weekday
37,00.36.00,21,175.0800813644443,"1.35265, 103.98577","1.3541027, 103.9863958",weekday
38,00.37.00,20,163.98742538645266,"1.35266, 103.98577","1.35401, 103.98638",weekday
39,00.38.00,14,107.2792231690288,"1.35238, 103.9857","1.35328, 103.98606",weekday
40,00.39.00,11,89.39935297581854,"1.35238, 103.98568","1.35313, 103.98598",weekday
41,00.40.00,8,62.93889071158341,"1.35284, 103.98585","1.35336, 103.98608",weekday
42,00.41.00,8,53.04916852193163,"1.35318, 103.986","1.35362, 103.98619",weekday
43,00.42.00,8,60.02405747611202,"1.35326, 103.98601","1.35376, 103.98622",weekday
44,00.43.00,0,0,0,0,weekday
45,00.44.00,0,0,0,0,weekday
