index,date,time,cluster_size,address,day_type
0,2023-05-28,21:01:00,1,Sentosa Gateway,weekend
1,2023-05-28,21:01:00,1,Sentosa Gateway,weekend
2,2023-05-28,21:01:00,1,Straits of Singapore,weekend
3,2023-05-28,21:01:00,1,Southern Islands,weekend
4,2023-05-28,21:01:00,1,Capella Hotel,weekend
5,2023-05-28,21:01:00,1,W Hotel/Quayside Isle,weekend
6,2023-05-28,21:02:00,1,Sentosa Gateway,weekend
7,2023-05-28,21:02:00,1,Southern Islands,weekend
8,2023-05-28,21:02:00,1,W Hotel/Quayside Isle,weekend
9,2023-05-28,21:03:00,1,Straits of Singapore,weekend
10,2023-05-28,21:03:00,1,Sentosa Gateway,weekend
11,2023-05-28,21:03:00,1,Southern Islands,weekend
12,2023-05-28,21:04:00,1,Gateway Avenue,weekend
13,2023-05-28,21:04:00,2,Southern Islands,weekend
14,2023-05-28,21:04:00,2,Capella Hotel,weekend
15,2023-05-28,21:04:00,1,Artillery Avenue,weekend
16,2023-05-28,21:05:00,1,Sentosa Gateway,weekend
17,2023-05-28,21:05:00,2,Capella Hotel,weekend
18,2023-05-28,21:05:00,1,Allanbrooke Road,weekend
19,2023-05-28,21:05:00,1,Pearl Island,weekend
20,2023-05-28,21:06:00,1,Southern Islands,weekend
21,2023-05-28,21:06:00,2,Capella Hotel,weekend
22,2023-05-28,21:06:00,1,Allanbrooke Road,weekend
23,2023-05-28,21:06:00,1,Pearl Island,weekend
24,2023-05-28,21:07:00,2,Capella Hotel,weekend
25,2023-05-28,21:07:00,1,Allanbrooke Road,weekend
26,2023-05-28,21:07:00,1,Cove Drive,weekend
27,2023-05-28,21:08:00,1,Sentosa Gateway,weekend
28,2023-05-28,21:08:00,1,Southern Islands,weekend
29,2023-05-28,21:08:00,1,Capella Hotel,weekend
30,2023-05-28,21:08:00,1,Allanbrooke Road,weekend
31,2023-05-28,21:08:00,1,Cove Drive,weekend
32,2023-05-28,21:09:00,1,Sentosa Gateway,weekend
33,2023-05-28,21:09:00,2,Capella Hotel,weekend
34,2023-05-28,21:10:00,1,Straits of Singapore,weekend
35,2023-05-28,21:10:00,2,Southern Islands,weekend
36,2023-05-28,21:10:00,2,Capella Hotel,weekend
37,2023-05-28,21:10:00,1,Sentosa Cove Village,weekend
38,2023-05-28,21:11:00,1,Sentosa Gateway,weekend
39,2023-05-28,21:11:00,2,Southern Islands,weekend
40,2023-05-28,21:11:00,1,Artillery Avenue,weekend
41,2023-05-28,21:11:00,2,Capella Hotel,weekend
42,2023-05-28,21:11:00,1,"27 Bukit Manis Rd, 099892",weekend
43,2023-05-28,21:12:00,2,Straits of Singapore,weekend
44,2023-05-28,21:12:00,1,Southern Islands,weekend
45,2023-05-28,21:12:00,2,Southern Islands,weekend
46,2023-05-28,21:12:00,1,Beach View Road,weekend
47,2023-05-28,21:12:00,1,Artillery Avenue,weekend
48,2023-05-28,21:12:00,2,Capella Hotel,weekend
49,2023-05-28,21:13:00,1,Straits of Singapore,weekend
50,2023-05-28,21:13:00,3,Southern Islands,weekend
51,2023-05-28,21:13:00,3,Capella Hotel,weekend
52,2023-05-28,21:14:00,3,Southern Islands,weekend
53,2023-05-28,21:14:00,1,Gateway Avenue,weekend
54,2023-05-28,21:14:00,1,Capella Hotel,weekend
55,2023-05-28,21:14:00,2,Capella Hotel,weekend
56,2023-05-28,21:15:00,1,Straits of Singapore,weekend
57,2023-05-28,21:15:00,3,Southern Islands,weekend
58,2023-05-28,21:15:00,1,Resorts World,weekend
59,2023-05-28,21:15:00,2,Capella Hotel,weekend
60,2023-05-28,21:15:00,1,Allanbrooke Road,weekend
61,2023-05-28,21:16:00,2,Southern Islands,weekend
62,2023-05-28,21:16:00,1,Artillery Avenue,weekend
