index,date,time,cluster_size,address,day_type
0,2023-05-28,13:01:00,1,Imbiah Road,weekend
1,2023-05-28,13:01:00,1,Southern Islands,weekend
2,2023-05-28,13:01:00,1,Artillery Avenue,weekend
3,2023-05-28,13:01:00,1,Allanbrooke Road,weekend
4,2023-05-28,13:01:00,1,Cove Avenue,weekend
5,2023-05-28,13:01:00,1,Cove Drive,weekend
6,2023-05-28,13:01:00,1,Ocean Drive,weekend
7,2023-05-28,13:02:00,1,Southern Islands,weekend
8,2023-05-28,13:02:00,1,"Carpark (1.249570, 103.827800)",weekend
9,2023-05-28,13:02:00,1,Allanbrooke Road,weekend
10,2023-05-28,13:02:00,1,Allanbrooke Road,weekend
11,2023-05-28,13:02:00,2,Cove Avenue,weekend
12,2023-05-28,13:03:00,1,Gateway Avenue,weekend
13,2023-05-28,13:03:00,1,Beach View Road,weekend
14,2023-05-28,13:03:00,2,"Carpark (1.249570, 103.827800)",weekend
15,2023-05-28,13:03:00,2,Allanbrooke Road,weekend
16,2023-05-28,13:04:00,1,Siloso Beach,weekend
17,2023-05-28,13:04:00,1,Imbiah Walk,weekend
18,2023-05-28,13:04:00,1,Southern Islands,weekend
19,2023-05-28,13:04:00,1,Gateway Avenue,weekend
20,2023-05-28,13:04:00,2,Artillery Avenue,weekend
21,2023-05-28,13:04:00,2,Capella Hotel,weekend
22,2023-05-28,13:04:00,1,"Carpark (1.249570, 103.827800)",weekend
23,2023-05-28,13:05:00,1,Sentosa Gateway,weekend
24,2023-05-28,13:05:00,1,Siloso Beach,weekend
25,2023-05-28,13:05:00,1,Southern Islands,weekend
26,2023-05-28,13:05:00,1,Gateway Avenue,weekend
27,2023-05-28,13:05:00,1,Artillery Avenue,weekend
28,2023-05-28,13:05:00,1,Capella Hotel,weekend
29,2023-05-28,13:05:00,1,"Carpark (1.249570, 103.827800)",weekend
30,2023-05-28,13:05:00,1,Sofitel Singapore Sentosa Resort & Spa,weekend
31,2023-05-28,13:06:00,3,Sentosa Gateway,weekend
32,2023-05-28,13:06:00,1,Sentosa Gateway,weekend
33,2023-05-28,13:06:00,1,Gateway Avenue,weekend
34,2023-05-28,13:06:00,1,8 Sentosa Gateway,weekend
