index,date,time,cluster_size,address,day_type
0,2023-05-28,19:01:00,1,Straits of Singapore,weekend
1,2023-05-28,19:01:00,1,Imbiah Walk,weekend
2,2023-05-28,19:01:00,1,Resorts World,weekend
3,2023-05-28,19:01:00,2,8 Sentosa Gateway,weekend
4,2023-05-28,19:01:00,1,Allanbrooke Road,weekend
5,2023-05-28,19:01:00,1,"1.247220, 103.837270",weekend
6,2023-05-28,19:01:00,1,Ocean Drive Carpark,weekend
7,2023-05-28,19:01:00,1,Ocean Drive,weekend
8,2023-05-28,19:02:00,1,Siloso Road,weekend
9,2023-05-28,19:02:00,1,Resorts World,weekend
10,2023-05-28,19:02:00,1,Southern Islands,weekend
11,2023-05-28,19:02:00,1,Tanjong Beach,weekend
12,2023-05-28,19:02:00,1,"1.247220, 103.837270",weekend
13,2023-05-28,19:02:00,1,Ocean Drive Carpark,weekend
14,2023-05-28,19:02:00,1,Ocean Drive,weekend
15,2023-05-28,19:03:00,1,Siloso Road,weekend
16,2023-05-28,19:03:00,1,Resorts World,weekend
17,2023-05-28,19:03:00,2,Southern Islands,weekend
18,2023-05-28,19:03:00,1,Ocean Drive Carpark,weekend
19,2023-05-28,19:03:00,1,Ocean Drive,weekend
20,2023-05-28,19:04:00,1,Resorts World,weekend
21,2023-05-28,19:04:00,1,Southern Islands,weekend
22,2023-05-28,19:04:00,1,Village Hotel ,weekend
23,2023-05-28,19:04:00,1,Artillery Avenue,weekend
24,2023-05-28,19:04:00,1,Allanbrooke Road,weekend
25,2023-05-28,19:04:00,1,"1.247220, 103.837270",weekend
26,2023-05-28,19:04:00,1,Ocean Drive Carpark,weekend
27,2023-05-28,19:04:00,1,Ocean Drive,weekend
28,2023-05-28,19:05:00,1,Sentosa Gateway,weekend
29,2023-05-28,19:05:00,2,Resorts World,weekend
30,2023-05-28,19:05:00,1,Artillery Avenue,weekend
31,2023-05-28,19:05:00,1,8 Sentosa Gateway,weekend
32,2023-05-28,19:05:00,1,Southern Islands,weekend
33,2023-05-28,19:05:00,1,Ocean Drive Carpark,weekend
34,2023-05-28,19:05:00,1,Ocean Drive,weekend
35,2023-05-28,19:06:00,1,Sentosa Gateway,weekend
36,2023-05-28,19:06:00,2,Resorts World,weekend
37,2023-05-28,19:06:00,1,Artillery Avenue,weekend
38,2023-05-28,19:06:00,1,Gateway Avenue,weekend
39,2023-05-28,19:06:00,1,Southern Islands,weekend
40,2023-05-28,19:06:00,1,Allanbrooke Road,weekend
41,2023-05-28,19:06:00,1,"1.247220, 103.837270",weekend
42,2023-05-28,19:06:00,2,Ocean Drive Carpark,weekend
43,2023-05-28,19:07:00,2,Sentosa Gateway,weekend
44,2023-05-28,19:07:00,2,Resorts World,weekend
45,2023-05-28,19:07:00,1,Gateway Avenue,weekend
46,2023-05-28,19:07:00,1,8 Sentosa Gateway,weekend
47,2023-05-28,19:07:00,1,Allanbrooke Road,weekend
48,2023-05-28,19:07:00,1,"1.247220, 103.837270",weekend
49,2023-05-28,19:07:00,3,Ocean Drive Carpark,weekend
50,2023-05-28,19:07:00,1,Ocean Drive,weekend
51,2023-05-28,19:08:00,1,Resorts World,weekend
52,2023-05-28,19:08:00,1,Resorts World,weekend
53,2023-05-28,19:08:00,1,Southern Islands,weekend
54,2023-05-28,19:08:00,1,"1.247220, 103.837270",weekend
55,2023-05-28,19:08:00,2,Ocean Drive Carpark,weekend
56,2023-05-28,19:09:00,1,Resorts World,weekend
57,2023-05-28,19:09:00,1,Resorts World,weekend
58,2023-05-28,19:09:00,1,8 Sentosa Gateway,weekend
59,2023-05-28,19:09:00,1,Gateway Avenue,weekend
60,2023-05-28,19:09:00,2,Southern Islands,weekend
61,2023-05-28,19:09:00,1,Allanbrooke Road,weekend
62,2023-05-28,19:09:00,1,Ocean Drive Carpark,weekend
63,2023-05-28,19:10:00,1,Resorts World,weekend
64,2023-05-28,19:10:00,1,8 Sentosa Gateway,weekend
65,2023-05-28,19:10:00,1,Southern Islands,weekend
66,2023-05-28,19:10:00,1,Ocean Drive Carpark,weekend
67,2023-05-28,19:11:00,1,8 Sentosa Gateway,weekend
68,2023-05-28,19:11:00,2,Southern Islands,weekend
69,2023-05-28,19:11:00,1,Artillery Avenue,weekend
70,2023-05-28,19:11:00,1,Ocean Drive Carpark,weekend
71,2023-05-28,19:11:00,1,Ocean Way,weekend
72,2023-05-28,19:11:00,1,Cove Way,weekend
73,2023-05-28,19:12:00,2,Sentosa Gateway,weekend
74,2023-05-28,19:12:00,1,Straits of Singapore,weekend
75,2023-05-28,19:12:00,1,Hotel Front Desk,weekend
76,2023-05-28,19:12:00,1,Southern Islands,weekend
77,2023-05-28,19:12:00,1,Ocean Drive Carpark,weekend
78,2023-05-28,19:12:00,1,Ocean Way,weekend
79,2023-05-28,19:13:00,1,Resorts World,weekend
80,2023-05-28,19:13:00,2,Straits of Singapore,weekend
81,2023-05-28,19:13:00,1,Straits of Singapore,weekend
82,2023-05-28,19:13:00,1,Southern Islands,weekend
83,2023-05-28,19:13:00,1,Allanbrooke Road,weekend
84,2023-05-28,19:13:00,1,"Carpark (1.249570, 103.827800)",weekend
85,2023-05-28,19:13:00,1,Ocean Drive Carpark,weekend
86,2023-05-28,19:13:00,1,Ocean Way,weekend
87,2023-05-28,19:14:00,1,Sentosa Gateway,weekend
88,2023-05-28,19:14:00,1,Resorts World,weekend
89,2023-05-28,19:14:00,4,Southern Islands,weekend
90,2023-05-28,19:14:00,1,Tanjong Beach Walk,weekend
91,2023-05-28,19:14:00,1,Ocean Drive Carpark,weekend
92,2023-05-28,19:14:00,1,Ocean Drive,weekend
93,2023-05-28,19:15:00,1,Sentosa Gateway,weekend
94,2023-05-28,19:15:00,1,Resorts World,weekend
95,2023-05-28,19:15:00,1,Artillery Avenue,weekend
96,2023-05-28,19:15:00,1,Southern Islands,weekend
97,2023-05-28,19:15:00,1,Ocean Drive Carpark,weekend
98,2023-05-28,19:15:00,1,Ocean Drive,weekend
99,2023-05-28,19:16:00,1,Sentosa Gateway,weekend
100,2023-05-28,19:16:00,1,Straits of Singapore,weekend
101,2023-05-28,19:16:00,1,Artillery Avenue,weekend
102,2023-05-28,19:16:00,1,Southern Islands,weekend
103,2023-05-28,19:16:00,1,Southern Islands,weekend
104,2023-05-28,19:16:00,1,Ocean Drive Carpark,weekend
105,2023-05-28,19:16:00,1,Ocean Drive,weekend
106,2023-05-28,19:17:00,1,Straits of Singapore,weekend
107,2023-05-28,19:17:00,1,Southern Islands,weekend
108,2023-05-28,19:17:00,1,Southern Islands,weekend
109,2023-05-28,19:17:00,1,Gateway Avenue,weekend
110,2023-05-28,19:17:00,1,Resorts World,weekend
111,2023-05-28,19:17:00,2,Capella Hotel,weekend
112,2023-05-28,19:17:00,1,"Carpark (1.249570, 103.827800)",weekend
113,2023-05-28,19:17:00,2,"1.247220, 103.837270",weekend
114,2023-05-28,19:17:00,1,Ocean Drive Carpark,weekend
115,2023-05-28,19:17:00,1,Ocean Drive,weekend
116,2023-05-28,19:18:00,3,Gateway Avenue,weekend
117,2023-05-28,19:18:00,1,Gateway Avenue,weekend
118,2023-05-28,19:18:00,1,Resorts World,weekend
119,2023-05-28,19:18:00,2,Capella Hotel,weekend
120,2023-05-28,19:18:00,1,Allanbrooke Road,weekend
