index,date,time,cluster_size,address,day_type
0,2023-05-28,20:01:00,1,8 Sentosa Gateway,weekend
1,2023-05-28,20:01:00,3,Capella Hotel,weekend
2,2023-05-28,20:01:00,1,Artillery Avenue,weekend
3,2023-05-28,20:01:00,1,Allanbrooke Road,weekend
4,2023-05-28,20:01:00,1,Allanbrooke Road,weekend
5,2023-05-28,20:01:00,1,Ocean Drive Carpark,weekend
6,2023-05-28,20:02:00,1,Straits of Singapore,weekend
7,2023-05-28,20:02:00,1,Straits of Singapore,weekend
8,2023-05-28,20:02:00,1,Gateway Avenue,weekend
9,2023-05-28,20:02:00,3,Capella Hotel,weekend
10,2023-05-28,20:02:00,1,Allanbrooke Road,weekend
11,2023-05-28,20:02:00,1,Tanjong Beach Walk,weekend
12,2023-05-28,20:02:00,1,Ocean Drive Carpark,weekend
13,2023-05-28,20:03:00,2,Straits of Singapore,weekend
14,2023-05-28,20:03:00,1,Gateway Avenue,weekend
15,2023-05-28,20:03:00,1,Tanjong Beach ,weekend
16,2023-05-28,20:03:00,1,Allanbrooke Road,weekend
17,2023-05-28,20:03:00,1,Ocean Drive Carpark,weekend
18,2023-05-28,20:04:00,1,Sentosa Gateway,weekend
19,2023-05-28,20:04:00,1,Sentosa Gateway,weekend
20,2023-05-28,20:04:00,1,Shangri-La Rasa,weekend
21,2023-05-28,20:04:00,1,8 Sentosa Gateway,weekend
22,2023-05-28,20:04:00,1,Southern Islands,weekend
23,2023-05-28,20:04:00,1,Gateway Avenue,weekend
24,2023-05-28,20:04:00,1,Capella Hotel,weekend
25,2023-05-28,20:04:00,1,Ocean Drive Carpark,weekend
26,2023-05-28,20:05:00,1,Sentosa Gateway,weekend
27,2023-05-28,20:05:00,2,Southern Islands,weekend
28,2023-05-28,20:05:00,1,Capella Hotel,weekend
29,2023-05-28,20:05:00,1,Ocean Drive Carpark,weekend
30,2023-05-28,20:06:00,2,Sentosa Gateway,weekend
31,2023-05-28,20:06:00,2,Southern Islands,weekend
32,2023-05-28,20:06:00,1,Capella Hotel,weekend
33,2023-05-28,20:06:00,1,Ocean Drive Carpark,weekend
34,2023-05-28,20:07:00,1,Sentosa Gateway,weekend
35,2023-05-28,20:07:00,2,Sentosa Gateway,weekend
36,2023-05-28,20:07:00,1,Amara Sanctuary Resort Sentosa,weekend
37,2023-05-28,20:07:00,1,Southern Islands,weekend
38,2023-05-28,20:07:00,1,Ocean Drive Carpark,weekend
39,2023-05-28,20:07:00,1,Ocean Way,weekend
40,2023-05-28,20:08:00,1,Sentosa Gateway,weekend
41,2023-05-28,20:08:00,2,Sentosa Gateway,weekend
42,2023-05-28,20:08:00,1,Southern Islands,weekend
43,2023-05-28,20:08:00,2,Capella Hotel,weekend
44,2023-05-28,20:08:00,1,Cove Avenue ,weekend
45,2023-05-28,20:08:00,1,Ocean Drive Carpark,weekend
46,2023-05-28,20:08:00,1,Ocean Way,weekend
47,2023-05-28,20:09:00,1,Straits of Singapore,weekend
48,2023-05-28,20:09:00,1,Beach View Road,weekend
49,2023-05-28,20:09:00,1,Artillery Avenue,weekend
50,2023-05-28,20:09:00,1,Southern Islands,weekend
51,2023-05-28,20:09:00,1,Capella Hotel,weekend
52,2023-05-28,20:09:00,1,Allanbrooke Road,weekend
53,2023-05-28,20:09:00,1,Ocean Drive Carpark,weekend
54,2023-05-28,20:10:00,1,Beach View Road,weekend
55,2023-05-28,20:10:00,1,Artillery Avenue,weekend
56,2023-05-28,20:10:00,1,Southern Islands,weekend
57,2023-05-28,20:10:00,2,Capella Hotel,weekend
58,2023-05-28,20:10:00,1,Allanbrooke Road,weekend
59,2023-05-28,20:10:00,1,Ocean Drive Carpark,weekend
60,2023-05-28,20:11:00,1,Beach View Road,weekend
61,2023-05-28,20:11:00,1,Artillery Avenue,weekend
62,2023-05-28,20:11:00,1,Artillery Avenue,weekend
63,2023-05-28,20:11:00,2,Capella Hotel,weekend
64,2023-05-28,20:11:00,1,Allanbrooke Road,weekend
65,2023-05-28,20:11:00,1,Ocean Drive Carpark,weekend
66,2023-05-28,20:12:00,1,Sentosa Gateway,weekend
67,2023-05-28,20:12:00,1,Straits of Singapore,weekend
68,2023-05-28,20:12:00,1,Gateway Avenue,weekend
69,2023-05-28,20:12:00,3,Southern Islands,weekend
70,2023-05-28,20:12:00,1,Artillery Avenue,weekend
71,2023-05-28,20:12:00,1,Capella Hotel,weekend
72,2023-05-28,20:12:00,1,Ocean Drive Carpark,weekend
73,2023-05-28,20:13:00,1,Southern Islands,weekend
74,2023-05-28,20:13:00,1,Gateway Avenue,weekend
75,2023-05-28,20:13:00,3,Capella Hotel,weekend
76,2023-05-28,20:13:00,1,Ocean Drive Carpark,weekend
77,2023-05-28,20:14:00,2,Southern Islands,weekend
78,2023-05-28,20:14:00,1,Southern Islands,weekend
79,2023-05-28,20:14:00,1,Gateway Avenue,weekend
80,2023-05-28,20:14:00,1,Capella Hotel,weekend
81,2023-05-28,20:14:00,1,Artillery Avenue,weekend
82,2023-05-28,20:14:00,1,Ocean Drive Carpark,weekend
83,2023-05-28,20:15:00,1,Straits of Singapore,weekend
84,2023-05-28,20:15:00,2,Sentosa Gateway,weekend
85,2023-05-28,20:15:00,1,Southern Islands,weekend
86,2023-05-28,20:15:00,1,Capella Hotel,weekend
87,2023-05-28,20:15:00,1,Ocean Drive Carpark,weekend
88,2023-05-28,20:16:00,1,Sentosa Gateway,weekend
89,2023-05-28,20:16:00,1,Gateway Avenue,weekend
90,2023-05-28,20:16:00,1,Capella Hotel,weekend
91,2023-05-28,20:16:00,1,Ocean Drive Carpark,weekend
92,2023-05-28,20:17:00,1,Straits of Singapore,weekend
93,2023-05-28,20:17:00,1,Capella Hotel,weekend
94,2023-05-28,20:17:00,1,Ocean Drive Carpark,weekend
95,2023-05-28,20:17:00,1,Cove Way,weekend
96,2023-05-28,20:18:00,1,Capella Hotel,weekend
97,2023-05-28,20:18:00,1,Ocean Drive Carpark,weekend
98,2023-05-28,20:19:00,1,Sentosa Gateway,weekend
99,2023-05-28,20:19:00,1,Straits of Singapore,weekend
100,2023-05-28,20:19:00,1,Gateway Avenue,weekend
101,2023-05-28,20:19:00,1,Capella Hotel,weekend
102,2023-05-28,20:20:00,1,Sentosa Gateway,weekend
103,2023-05-28,20:20:00,1,Straits of Singapore,weekend
104,2023-05-28,20:20:00,1,Straits of Singapore,weekend
105,2023-05-28,20:20:00,1,Artillery Avenue,weekend
106,2023-05-28,20:20:00,1,Capella Hotel,weekend
107,2023-05-28,20:21:00,2,Straits of Singapore,weekend
108,2023-05-28,20:21:00,1,Southern Islands,weekend
109,2023-05-28,20:21:00,1,Capella Hotel,weekend
110,2023-05-28,20:22:00,1,Straits of Singapore,weekend
111,2023-05-28,20:22:00,1,Southern Islands,weekend
112,2023-05-28,20:22:00,1,Capella Hotel,weekend
113,2023-05-28,20:22:00,1,Bukit Manis Road,weekend
114,2023-05-28,20:23:00,1,Straits of Singapore,weekend
115,2023-05-28,20:23:00,1,Southern Islands,weekend
116,2023-05-28,20:23:00,1,Beach View Road,weekend
117,2023-05-28,20:23:00,1,Capella Hotel,weekend
118,2023-05-28,20:23:00,1,Allanbrooke Road,weekend
119,2023-05-28,20:24:00,1,Straits of Singapore,weekend
120,2023-05-28,20:24:00,1,Capella Hotel,weekend
121,2023-05-28,20:24:00,1,Allanbrooke Road,weekend
122,2023-05-28,20:24:00,1,Allanbrooke Road,weekend
123,2023-05-28,20:25:00,1,Capella Hotel,weekend
124,2023-05-28,20:26:00,1,Sentosa Gateway,weekend
125,2023-05-28,20:26:00,1,Artillery Avenue,weekend
126,2023-05-28,20:26:00,1,Opp Amara Sanctuary,weekend
127,2023-05-28,20:26:00,1,Capella Hotel,weekend
128,2023-05-28,20:26:00,1,Allanbrooke Road,weekend
129,2023-05-28,20:27:00,1,Straits of Singapore,weekend
130,2023-05-28,20:27:00,1,Siloso Road,weekend
131,2023-05-28,20:27:00,1,Capella Hotel,weekend
132,2023-05-28,20:27:00,1,Allanbrooke Road,weekend
133,2023-05-28,20:28:00,1,Siloso Road,weekend
134,2023-05-28,20:28:00,1,Capella Hotel,weekend
135,2023-05-28,20:28:00,1,Allanbrooke Road,weekend
136,2023-05-28,20:28:00,1,Ocean Drive,weekend
137,2023-05-28,20:29:00,1,Sentosa Gateway,weekend
