index,date,time,cluster_size,address,day_type
0,2023-05-28,18:01:00,1,Sentosa Gateway,weekend
1,2023-05-28,18:01:00,1,Artillery Avenue,weekend
2,2023-05-28,18:01:00,1,Resorts World,weekend
3,2023-05-28,18:01:00,1,Resorts World,weekend
4,2023-05-28,18:01:00,2,Capella Hotel,weekend
5,2023-05-28,18:01:00,1,Sentosa Golf Club,weekend
6,2023-05-28,18:01:00,1,"1.247220, 103.837270",weekend
7,2023-05-28,18:01:00,1,Ocean Drive Carpark,weekend
8,2023-05-28,18:01:00,1,Ocean Drive,weekend
9,2023-05-28,18:02:00,1,Straits of Singapore,weekend
10,2023-05-28,18:02:00,1,Resorts World,weekend
11,2023-05-28,18:02:00,1,Straits of Singapore,weekend
12,2023-05-28,18:02:00,1,Bukit Manis Road,weekend
13,2023-05-28,18:02:00,1,"1.247220, 103.837270",weekend
14,2023-05-28,18:02:00,1,Ocean Drive Carpark,weekend
15,2023-05-28,18:02:00,1,Ocean Drive,weekend
16,2023-05-28,18:03:00,1,Straits of Singapore,weekend
17,2023-05-28,18:03:00,1,Resorts World,weekend
18,2023-05-28,18:03:00,1,Resorts World,weekend
19,2023-05-28,18:03:00,1,Bukit Manis Road,weekend
20,2023-05-28,18:03:00,1,"1.247220, 103.837270",weekend
21,2023-05-28,18:03:00,1,Ocean Drive Carpark,weekend
22,2023-05-28,18:03:00,1,Ocean Drive,weekend
23,2023-05-28,18:04:00,1,Siloso Road,weekend
24,2023-05-28,18:04:00,1,Southern Islands,weekend
25,2023-05-28,18:04:00,2,Capella Hotel,weekend
26,2023-05-28,18:04:00,1,Palawan Carpark,weekend
27,2023-05-28,18:04:00,1,Allanbrooke Road,weekend
28,2023-05-28,18:04:00,1,"1.247220, 103.837270",weekend
29,2023-05-28,18:04:00,1,Ocean Drive Carpark,weekend
30,2023-05-28,18:04:00,1,Cove Avenue,weekend
31,2023-05-28,18:04:00,1,Cove Way,weekend
32,2023-05-28,18:05:00,1,Straits of Singapore,weekend
33,2023-05-28,18:05:00,1,Straits of Singapore,weekend
34,2023-05-28,18:05:00,1,Opp Amara Sanctuary,weekend
35,2023-05-28,18:05:00,2,Southern Islands,weekend
36,2023-05-28,18:05:00,1,Capella Hotel,weekend
37,2023-05-28,18:05:00,1,Allanbrooke Road,weekend
38,2023-05-28,18:05:00,1,Allanbrooke Road,weekend
39,2023-05-28,18:05:00,1,"1.247220, 103.837270",weekend
40,2023-05-28,18:05:00,1,Ocean Drive Carpark,weekend
41,2023-05-28,18:05:00,1,Cove Drive,weekend
42,2023-05-28,18:06:00,1,Straits of Singapore,weekend
43,2023-05-28,18:06:00,1,Hotel Front Desk,weekend
44,2023-05-28,18:06:00,1,Resorts World,weekend
45,2023-05-28,18:06:00,2,Southern Islands,weekend
46,2023-05-28,18:06:00,1,Artillery Avenue,weekend
47,2023-05-28,18:06:00,1,Capella Hotel,weekend
48,2023-05-28,18:06:00,1,Sofitel Singapore Sentosa Resort & Spa,weekend
49,2023-05-28,18:06:00,1,"1.247220, 103.837270",weekend
50,2023-05-28,18:06:00,1,Ocean Drive Carpark,weekend
51,2023-05-28,18:07:00,1,Hotel Front Desk,weekend
52,2023-05-28,18:07:00,1,Resorts World,weekend
53,2023-05-28,18:07:00,1,Straits of Singapore,weekend
54,2023-05-28,18:07:00,2,Gateway Avenue,weekend
55,2023-05-28,18:07:00,3,Southern Islands,weekend
56,2023-05-28,18:07:00,1,Gateway Avenue,weekend
57,2023-05-28,18:07:00,1,Capella Hotel,weekend
58,2023-05-28,18:07:00,1,Artillery Avenue,weekend
59,2023-05-28,18:07:00,1,Bukit Manis Road,weekend
60,2023-05-28,18:07:00,2,"1.247220, 103.837270",weekend
61,2023-05-28,18:07:00,1,Ocean Drive Carpark,weekend
62,2023-05-28,18:08:00,1,Straits of Singapore,weekend
63,2023-05-28,18:08:00,1,Hotel Front Desk,weekend
64,2023-05-28,18:08:00,1,8 Sentosa Gateway,weekend
65,2023-05-28,18:08:00,1,Southern Islands,weekend
66,2023-05-28,18:08:00,1,Ticket Booth Gantry,weekend
67,2023-05-28,18:08:00,1,Capella Hotel,weekend
68,2023-05-28,18:08:00,1,Artillery Avenue,weekend
69,2023-05-28,18:08:00,1,Allanbrooke Road,weekend
70,2023-05-28,18:08:00,1,"1.247220, 103.837270",weekend
71,2023-05-28,18:08:00,1,Ocean Drive Carpark,weekend
72,2023-05-28,18:09:00,2,Sentosa Gateway,weekend
73,2023-05-28,18:09:00,1,Straits of Singapore,weekend
74,2023-05-28,18:09:00,1,Resorts World,weekend
75,2023-05-28,18:09:00,1,Beach View Road,weekend
76,2023-05-28,18:09:00,1,Gateway Avenue,weekend
77,2023-05-28,18:09:00,2,Capella Hotel,weekend
78,2023-05-28,18:09:00,1,Artillery Avenue,weekend
79,2023-05-28,18:09:00,1,"1.247220, 103.837270",weekend
80,2023-05-28,18:09:00,1,Ocean Drive Carpark,weekend
81,2023-05-28,18:10:00,2,Sentosa Gateway,weekend
82,2023-05-28,18:10:00,1,Resorts World,weekend
83,2023-05-28,18:10:00,1,Beach View Road,weekend
84,2023-05-28,18:10:00,1,Southern Islands,weekend
85,2023-05-28,18:10:00,2,Gateway Avenue,weekend
86,2023-05-28,18:10:00,2,Capella Hotel,weekend
87,2023-05-28,18:10:00,1,"1.247220, 103.837270",weekend
88,2023-05-28,18:10:00,1,Ocean Drive Carpark,weekend
89,2023-05-28,18:11:00,1,Sentosa Gateway,weekend
90,2023-05-28,18:11:00,2,Resorts World,weekend
91,2023-05-28,18:11:00,1,Gateway Avenue,weekend
92,2023-05-28,18:11:00,1,Southern Islands,weekend
93,2023-05-28,18:11:00,2,Gateway Avenue,weekend
94,2023-05-28,18:11:00,1,Gateway Avenue,weekend
95,2023-05-28,18:11:00,1,Ticket Booth Gantry,weekend
96,2023-05-28,18:11:00,1,"1.247220, 103.837270",weekend
97,2023-05-28,18:11:00,1,Ocean Drive Carpark,weekend
98,2023-05-28,18:11:00,1,Cove Drive,weekend
99,2023-05-28,18:12:00,2,Straits of Singapore,weekend
100,2023-05-28,18:12:00,2,Resorts World,weekend
101,2023-05-28,18:12:00,1,Southern Islands,weekend
102,2023-05-28,18:12:00,1,Gateway Avenue,weekend
103,2023-05-28,18:12:00,1,"1.247220, 103.837270",weekend
104,2023-05-28,18:12:00,1,Ocean Drive Carpark,weekend
105,2023-05-28,18:13:00,1,Sentosa Gateway,weekend
106,2023-05-28,18:13:00,1,Straits of Singapore,weekend
107,2023-05-28,18:13:00,1,8 Sentosa Gateway,weekend
108,2023-05-28,18:13:00,1,Gateway Avenue,weekend
109,2023-05-28,18:13:00,2,8 Sentosa Gateway,weekend
110,2023-05-28,18:13:00,1,Resorts World,weekend
