index,date,time,cluster_size,address,day_type
0,2023-05-28,17:01:00,1,Straits of Singapore,weekend
1,2023-05-28,17:01:00,1,8 Sentosa Gateway,weekend
2,2023-05-28,17:01:00,2,Gateway Avenue,weekend
3,2023-05-28,17:01:00,1,Artillery Avenue,weekend
4,2023-05-28,17:01:00,2,"1.247220, 103.837270",weekend
5,2023-05-28,17:01:00,2,Ocean Drive Carpark,weekend
6,2023-05-28,17:01:00,2,Coral Island,weekend
7,2023-05-28,17:02:00,2,Resorts World,weekend
8,2023-05-28,17:02:00,1,8 Sentosa Gateway,weekend
9,2023-05-28,17:02:00,1,8 Sentosa Gateway,weekend
10,2023-05-28,17:02:00,2,Gateway Avenue,weekend
11,2023-05-28,17:02:00,1,Gateway Avenue,weekend
12,2023-05-28,17:02:00,1,Allanbrooke Road,weekend
13,2023-05-28,17:02:00,1,Ocean Drive Carpark,weekend
14,2023-05-28,17:02:00,1,Coral Island,weekend
15,2023-05-28,17:03:00,1,Artillery Avenue,weekend
16,2023-05-28,17:03:00,1,Gateway Avenue,weekend
17,2023-05-28,17:03:00,1,"1.247220, 103.837270",weekend
18,2023-05-28,17:03:00,1,Ocean Drive Carpark,weekend
19,2023-05-28,17:03:00,1,Coral Island,weekend
20,2023-05-28,17:04:00,1,Straits of Singapore,weekend
21,2023-05-28,17:04:00,1,Southern Islands,weekend
22,2023-05-28,17:04:00,1,Gateway Avenue,weekend
23,2023-05-28,17:04:00,1,Artillery Avenue,weekend
24,2023-05-28,17:04:00,2,Capella Hotel,weekend
25,2023-05-28,17:04:00,1,"1.247220, 103.837270",weekend
26,2023-05-28,17:04:00,1,Ocean Drive Carpark,weekend
27,2023-05-28,17:05:00,1,Straits of Singapore,weekend
28,2023-05-28,17:05:00,1,Hotel Front Desk,weekend
29,2023-05-28,17:05:00,1,8 Sentosa Gateway,weekend
30,2023-05-28,17:05:00,1,Southern Islands,weekend
31,2023-05-28,17:05:00,1,Gateway Avenue,weekend
32,2023-05-28,17:05:00,1,Artillery Avenue,weekend
33,2023-05-28,17:05:00,1,Artillery Avenue,weekend
34,2023-05-28,17:05:00,2,Capella Hotel,weekend
35,2023-05-28,17:05:00,1,"1.247220, 103.837270",weekend
36,2023-05-28,17:05:00,1,Ocean Drive Carpark,weekend
37,2023-05-28,17:06:00,1,Straits of Singapore,weekend
38,2023-05-28,17:06:00,1,Straits of Singapore,weekend
39,2023-05-28,17:06:00,1,Straits of Singapore,weekend
40,2023-05-28,17:06:00,1,Beach View Road,weekend
41,2023-05-28,17:06:00,1,8 Sentosa Gateway,weekend
42,2023-05-28,17:06:00,2,Southern Islands,weekend
43,2023-05-28,17:06:00,2,Gateway Avenue,weekend
44,2023-05-28,17:06:00,2,Capella Hotel,weekend
45,2023-05-28,17:06:00,1,"1.247220, 103.837270",weekend
46,2023-05-28,17:06:00,1,Ocean Drive Carpark,weekend
47,2023-05-28,17:07:00,2,Sentosa Gateway,weekend
48,2023-05-28,17:07:00,1,Resorts World,weekend
