index,date,time,cluster_size,address,day_type
0,2023-05-28,12:01:00,1,Straits of Singapore,weekend
1,2023-05-28,12:01:00,1,Straits of Singapore,weekend
2,2023-05-28,12:01:00,1,8 Sentosa Gateway,weekend
3,2023-05-28,12:01:00,5,Southern Islands,weekend
4,2023-05-28,12:01:00,1,8 Sentosa Gateway,weekend
5,2023-05-28,12:01:00,1,8 Sentosa Gateway,weekend
6,2023-05-28,12:01:00,1,8 Sentosa Gateway,weekend
7,2023-05-28,12:01:00,1,Artillery Avenue,weekend
8,2023-05-28,12:01:00,1,Palawan Carpark,weekend
9,2023-05-28,12:02:00,1,Sentosa Gateway,weekend
10,2023-05-28,12:02:00,1,Sentosa Gateway,weekend
11,2023-05-28,12:02:00,1,Straits of Singapore,weekend
12,2023-05-28,12:02:00,1,Straits of Singapore,weekend
13,2023-05-28,12:02:00,1,8 Sentosa Gateway,weekend
14,2023-05-28,12:02:00,5,Southern Islands,weekend
15,2023-05-28,12:02:00,1,8 Sentosa Gateway,weekend
16,2023-05-28,12:02:00,1,Artillery Avenue,weekend
17,2023-05-28,12:02:00,1,8 Sentosa Gateway,weekend
18,2023-05-28,12:02:00,1,Allanbrooke Road,weekend
19,2023-05-28,12:03:00,1,Sentosa Gateway,weekend
20,2023-05-28,12:03:00,2,Sentosa Gateway,weekend
21,2023-05-28,12:03:00,1,Sentosa Gateway,weekend
22,2023-05-28,12:03:00,7,Southern Islands,weekend
23,2023-05-28,12:03:00,1,8 Sentosa Gateway,weekend
24,2023-05-28,12:03:00,1,8 Sentosa Gateway,weekend
25,2023-05-28,12:03:00,1,Beach View Road,weekend
26,2023-05-28,12:03:00,1,Artillery Avenue,weekend
27,2023-05-28,12:04:00,5,Sentosa Gateway,weekend
28,2023-05-28,12:04:00,1,Straits of Singapore,weekend
29,2023-05-28,12:04:00,1,Straits of Singapore,weekend
30,2023-05-28,12:04:00,1,Sentosa Gateway,weekend
31,2023-05-28,12:04:00,1,Gateway Avenue,weekend
32,2023-05-28,12:04:00,1,Gateway Avenue,weekend
33,2023-05-28,12:04:00,1,Southern Islands,weekend
34,2023-05-28,12:04:00,1,8 Sentosa Gateway,weekend
35,2023-05-28,12:04:00,1,Artillery Avenue,weekend
36,2023-05-28,12:04:00,1,Capella Hotel,weekend
37,2023-05-28,12:05:00,1,Sentosa Gateway,weekend
38,2023-05-28,12:05:00,1,Sentosa Gateway,weekend
39,2023-05-28,12:05:00,1,Sentosa Gateway,weekend
40,2023-05-28,12:05:00,1,Sentosa Gateway,weekend
41,2023-05-28,12:05:00,1,Straits of Singapore,weekend
42,2023-05-28,12:05:00,1,Straits of Singapore,weekend
43,2023-05-28,12:05:00,1,Straits of Singapore,weekend
44,2023-05-28,12:05:00,2,Southern Islands,weekend
45,2023-05-28,12:05:00,1,8 Sentosa Gateway,weekend
46,2023-05-28,12:05:00,1,Artillery Avenue,weekend
47,2023-05-28,12:05:00,1,8 Sentosa Gateway,weekend
48,2023-05-28,12:05:00,1,The Azure,weekend
49,2023-05-28,12:06:00,3,Sentosa Gateway,weekend
50,2023-05-28,12:06:00,1,Sentosa Gateway,weekend
51,2023-05-28,12:06:00,1,Straits of Singapore,weekend
52,2023-05-28,12:06:00,1,Southern Islands,weekend
53,2023-05-28,12:06:00,1,Beach View Road,weekend
54,2023-05-28,12:06:00,1,W Hotel/Quayside Isle,weekend
55,2023-05-28,12:07:00,1,Straits of Singapore,weekend
56,2023-05-28,12:07:00,1,Straits of Singapore,weekend
57,2023-05-28,12:07:00,2,Southern Islands,weekend
58,2023-05-28,12:07:00,1,Gateway Avenue,weekend
59,2023-05-28,12:07:00,1,W Hotel/Quayside Isle,weekend
60,2023-05-28,12:08:00,1,Straits of Singapore,weekend
61,2023-05-28,12:08:00,2,Southern Islands,weekend
62,2023-05-28,12:08:00,1,Quayside Isle,weekend
63,2023-05-28,12:09:00,1,Straits of Singapore,weekend
64,2023-05-28,12:09:00,1,Straits of Singapore,weekend
65,2023-05-28,12:09:00,2,Southern Islands,weekend
66,2023-05-28,12:09:00,1,Southern Islands,weekend
67,2023-05-28,12:09:00,1,Siloso Road,weekend
68,2023-05-28,12:09:00,1,Artillery Avenue,weekend
69,2023-05-28,12:09:00,2,Sofitel Singapore Sentosa Resort & Spa,weekend
70,2023-05-28,12:09:00,1,Quayside Isle,weekend
71,2023-05-28,12:10:00,1,Southern Islands,weekend
72,2023-05-28,12:10:00,1,8 Sentosa Gateway,weekend
73,2023-05-28,12:10:00,1,Beach View Road,weekend
74,2023-05-28,12:10:00,2,Sofitel Singapore Sentosa Resort & Spa,weekend
75,2023-05-28,12:11:00,1,Straits of Singapore,weekend
76,2023-05-28,12:11:00,1,Straits of Singapore,weekend
77,2023-05-28,12:11:00,1,Straits of Singapore,weekend
78,2023-05-28,12:11:00,2,Southern Islands,weekend
79,2023-05-28,12:11:00,1,Sofitel Singapore Sentosa Resort & Spa,weekend
80,2023-05-28,12:12:00,1,Straits of Singapore,weekend
81,2023-05-28,12:12:00,2,Gateway Avenue,weekend
82,2023-05-28,12:12:00,1,Equarius Hotel and Villas,weekend
83,2023-05-28,12:12:00,1,Artillery Avenue,weekend
84,2023-05-28,12:13:00,1,Straits of Singapore,weekend
85,2023-05-28,12:13:00,1,Southern Islands,weekend
86,2023-05-28,12:13:00,2,Gateway Avenue,weekend
87,2023-05-28,12:13:00,1,Equarius Hotel and Villas,weekend
88,2023-05-28,12:13:00,1,Artillery Avenue,weekend
89,2023-05-28,12:13:00,1,Bukit Manis Road,weekend
90,2023-05-28,12:13:00,1,Sofitel Singapore Sentosa Resort & Spa,weekend
91,2023-05-28,12:14:00,1,Straits of Singapore,weekend
92,2023-05-28,12:14:00,1,Southern Islands,weekend
93,2023-05-28,12:14:00,1,Gateway Avenue,weekend
94,2023-05-28,12:14:00,1,Gateway Avenue,weekend
95,2023-05-28,12:14:00,1,Cable Car,weekend
96,2023-05-28,12:14:00,1,Gunner Lane,weekend
97,2023-05-28,12:14:00,1,"Carpark (1.249570, 103.827800)",weekend
98,2023-05-28,12:14:00,1,Sofitel Singapore Sentosa Resort & Spa,weekend
99,2023-05-28,12:15:00,1,Straits of Singapore,weekend
100,2023-05-28,12:15:00,1,Gateway Avenue,weekend
101,2023-05-28,12:15:00,1,8 Sentosa Gateway,weekend
102,2023-05-28,12:15:00,1,Artillery Avenue,weekend
103,2023-05-28,12:15:00,1,Allanbrooke Road,weekend
104,2023-05-28,12:15:00,1,Sofitel Singapore Sentosa Resort & Spa,weekend
105,2023-05-28,12:16:00,1,Straits of Singapore,weekend
106,2023-05-28,12:16:00,1,Straits of Singapore,weekend
107,2023-05-28,12:16:00,1,Siloso Road,weekend
108,2023-05-28,12:16:00,1,Southern Islands,weekend
109,2023-05-28,12:16:00,1,Artillery Avenue,weekend
110,2023-05-28,12:16:00,1,"Carpark (1.249570, 103.827800)",weekend
111,2023-05-28,12:16:00,1,Bukit Manis Road,weekend
112,2023-05-28,12:16:00,1,Allanbrooke Road,weekend
113,2023-05-28,12:16:00,1,The Azure,weekend
114,2023-05-28,12:16:00,1,Sentosa Cove,weekend
115,2023-05-28,12:17:00,1,Straits of Singapore,weekend
116,2023-05-28,12:17:00,1,Cove Avenue,weekend
117,2023-05-28,12:17:00,1,Sentosa Cove,weekend
118,2023-05-28,12:18:00,1,Sentosa Gateway,weekend
119,2023-05-28,12:18:00,1,Straits of Singapore,weekend
120,2023-05-28,12:18:00,1,Siloso Carpark,weekend
121,2023-05-28,12:18:00,1,Oasis Resort Sentosa,weekend
122,2023-05-28,12:18:00,1,Southern Islands,weekend
123,2023-05-28,12:18:00,1,Artillery Avenue,weekend
124,2023-05-28,12:18:00,1,Capella Hotel,weekend
125,2023-05-28,12:18:00,1,Sentosa Golf Club,weekend
126,2023-05-28,12:18:00,1,Cove Drive,weekend
127,2023-05-28,12:19:00,1,Sentosa Gateway,weekend
128,2023-05-28,12:19:00,1,Straits of Singapore,weekend
129,2023-05-28,12:19:00,1,Oasis Resort Sentosa,weekend
130,2023-05-28,12:19:00,1,Cove Drive,weekend
131,2023-05-28,12:19:00,1,Marina Collection,weekend
132,2023-05-28,12:20:00,1,Sentosa Gateway,weekend
133,2023-05-28,12:20:00,1,Straits of Singapore,weekend
134,2023-05-28,12:20:00,1,Pearl Island,weekend
135,2023-05-28,12:20:00,1,Marina Collection,weekend
136,2023-05-28,12:21:00,1,Straits of Singapore,weekend
137,2023-05-28,12:21:00,1,Beach View Road,weekend
138,2023-05-28,12:21:00,1,Artillery Avenue,weekend
139,2023-05-28,12:21:00,1,Sofitel Singapore Sentosa Resort & Spa,weekend
140,2023-05-28,12:21:00,1,Pearl Island,weekend
141,2023-05-28,12:21:00,1,Cove Drive,weekend
142,2023-05-28,12:22:00,1,Gateway Avenue,weekend
143,2023-05-28,12:22:00,1,Capella Hotel,weekend
144,2023-05-28,12:22:00,1,Allanbrooke Road,weekend
145,2023-05-28,12:22:00,1,Pearl Island,weekend
146,2023-05-28,12:23:00,1,Gateway Avenue,weekend
147,2023-05-28,12:23:00,1,Capella Hotel,weekend
148,2023-05-28,12:23:00,1,Allanbrooke Road,weekend
149,2023-05-28,12:23:00,1,Pearl Island,weekend
150,2023-05-28,12:24:00,1,Artillery Avenue,weekend
151,2023-05-28,12:24:00,1,Pearl Island,weekend
152,2023-05-28,12:25:00,1,Straits of Singapore,weekend
153,2023-05-28,12:25:00,1,Gateway Avenue,weekend
154,2023-05-28,12:25:00,1,8 Sentosa Gateway,weekend
155,2023-05-28,12:25:00,1,Pearl Island,weekend
156,2023-05-28,12:26:00,1,Sentosa Gateway,weekend
157,2023-05-28,12:26:00,1,Straits of Singapore,weekend
158,2023-05-28,12:26:00,1,Straits of Singapore,weekend
159,2023-05-28,12:26:00,1,Straits of Singapore,weekend
160,2023-05-28,12:26:00,1,Gateway Avenue,weekend
161,2023-05-28,12:26:00,1,Southern Islands,weekend
162,2023-05-28,12:26:00,1,Pearl Island,weekend
163,2023-05-28,12:27:00,2,Sentosa Gateway,weekend
164,2023-05-28,12:27:00,1,Gateway Avenue,weekend
165,2023-05-28,12:27:00,1,Gateway Avenue,weekend
166,2023-05-28,12:27:00,1,Beach View Road,weekend
167,2023-05-28,12:27:00,1,Pearl Island,weekend
168,2023-05-28,12:27:00,1,Ocean Way,weekend
169,2023-05-28,12:28:00,2,Gateway Avenue,weekend
170,2023-05-28,12:28:00,1,Gateway Avenue,weekend
171,2023-05-28,12:28:00,1,Beach View Road,weekend
172,2023-05-28,12:28:00,1,Cove Drive,weekend
173,2023-05-28,12:28:00,1,Pearl Island,weekend
174,2023-05-28,12:28:00,2,Quayside Isle,weekend
175,2023-05-28,12:29:00,1,Gateway Avenue,weekend
176,2023-05-28,12:29:00,1,Gateway Avenue,weekend
177,2023-05-28,12:29:00,2,Southern Islands,weekend
178,2023-05-28,12:29:00,1,Beach View Road,weekend
179,2023-05-28,12:29:00,1,Artillery Avenue,weekend
180,2023-05-28,12:29:00,1,Cove Drive,weekend
181,2023-05-28,12:29:00,1,Pearl Island,weekend
182,2023-05-28,12:29:00,1,Ocean Drive,weekend
183,2023-05-28,12:30:00,1,8 Sentosa Gateway,weekend
184,2023-05-28,12:30:00,1,Butterfly Park & Insect Kingdom,weekend
185,2023-05-28,12:30:00,1,Village Hotel,weekend
186,2023-05-28,12:30:00,1,Beach View Road,weekend
187,2023-05-28,12:30:00,1,Palawan Beach,weekend
188,2023-05-28,12:30:00,1,"Carpark (1.249570, 103.827800)",weekend
189,2023-05-28,12:30:00,1,Bukit Manis Road,weekend
190,2023-05-28,12:30:00,1,Allanbrooke Road,weekend
191,2023-05-28,12:30:00,1,Pearl Island,weekend
192,2023-05-28,12:31:00,1,Straits of Singapore,weekend
193,2023-05-28,12:31:00,1,Gateway Avenue,weekend
194,2023-05-28,12:31:00,1,Southern Islands,weekend
195,2023-05-28,12:31:00,1,Butterfly Park & Insect Kingdom,weekend
196,2023-05-28,12:31:00,1,Beach View Road,weekend
197,2023-05-28,12:31:00,1,Artillery Avenue,weekend
198,2023-05-28,12:31:00,1,8 Sentosa Gateway,weekend
199,2023-05-28,12:31:00,1,8 Sentosa Gateway,weekend
