index,date,time,cluster_size,address,day_type
0,2023-05-28,23:01:00,2,Southern Islands,weekend
1,2023-05-28,23:01:00,1,Southern Islands,weekend
2,2023-05-28,23:01:00,1,8 Sentosa Gateway,weekend
3,2023-05-28,23:01:00,1,Capella Hotel ,weekend
4,2023-05-28,23:01:00,1,Allanbrooke Road,weekend
5,2023-05-28,23:01:00,1,"Carpark (1.249570, 103.827800)",weekend
6,2023-05-28,23:02:00,1,Shangri-La Rasa,weekend
7,2023-05-28,23:02:00,1,Resorts World,weekend
8,2023-05-28,23:02:00,3,Southern Islands,weekend
9,2023-05-28,23:02:00,1,Artillery Avenue,weekend
10,2023-05-28,23:02:00,1,Artillery Avenue,weekend
11,2023-05-28,23:02:00,1,Allanbrooke Road,weekend
12,2023-05-28,23:02:00,1,"Carpark (1.249570, 103.827800)",weekend
13,2023-05-28,23:03:00,1,Sentosa Gateway ,weekend
14,2023-05-28,23:03:00,1,Siloso Road,weekend
15,2023-05-28,23:03:00,1,Artillery Avenue,weekend
16,2023-05-28,23:03:00,2,Southern Islands,weekend
17,2023-05-28,23:03:00,2,Southern Islands,weekend
18,2023-05-28,23:03:00,1,Allanbrooke Road,weekend
19,2023-05-28,23:04:00,1,Straits of Singapore,weekend
20,2023-05-28,23:04:00,1,Siloso Road,weekend
21,2023-05-28,23:04:00,1,Resorts World,weekend
22,2023-05-28,23:04:00,1,Southern Islands,weekend
23,2023-05-28,23:04:00,2,Southern Islands,weekend
24,2023-05-28,23:04:00,2,8 Sentosa Gateway,weekend
25,2023-05-28,23:04:00,2,Capella Hotel ,weekend
26,2023-05-28,23:04:00,1,Allanbrooke Road,weekend
27,2023-05-28,23:04:00,1,Ocean Drive,weekend
28,2023-05-28,23:05:00,2,Straits of Singapore,weekend
29,2023-05-28,23:05:00,1,Southern Islands,weekend
30,2023-05-28,23:05:00,5,Gateway Avenue,weekend
31,2023-05-28,23:05:00,2,Artillery Avenue,weekend
32,2023-05-28,23:05:00,1,Gunner Lane,weekend
33,2023-05-28,23:05:00,2,Capella Hotel ,weekend
34,2023-05-28,23:05:00,1,Allanbrooke Road,weekend
35,2023-05-28,23:05:00,1,Ocean Drive,weekend
36,2023-05-28,23:06:00,2,Straits of Singapore,weekend
37,2023-05-28,23:06:00,1,Resorts World,weekend
38,2023-05-28,23:06:00,2,Southern Islands,weekend
39,2023-05-28,23:06:00,4,Gateway Avenue,weekend
40,2023-05-28,23:06:00,1,Artillery Avenue,weekend
41,2023-05-28,23:06:00,2,Capella Hotel ,weekend
42,2023-05-28,23:06:00,1,Allanbrooke Road,weekend
43,2023-05-28,23:07:00,1,Straits of Singapore,weekend
44,2023-05-28,23:07:00,1,Straits of Singapore,weekend
45,2023-05-28,23:07:00,1,Siloso Trail,weekend
46,2023-05-28,23:07:00,1,Resorts World,weekend
47,2023-05-28,23:07:00,2,Southern Islands,weekend
48,2023-05-28,23:07:00,2,Gateway Avenue,weekend
49,2023-05-28,23:07:00,1,8 Sentosa Gateway,weekend
50,2023-05-28,23:07:00,2,Capella Hotel ,weekend
