date,time,address,frequency
2021-07-14,00,Ironside Link,97
2021-07-14,00,Gateway Avenue,77
2021-07-14,00,Artillery Avenue,61
2021-07-14,00,Resorts World Sentosa,54
2021-07-14,00,Sentosa Gateway,43
2021-07-14,01,Gateway Avenue,83
2021-07-14,01,Ironside Link,67
2021-07-14,01,Resorts World Sentosa,53
2021-07-14,01,Sentosa Gateway,34
2021-07-14,01,Artillery Avenue,32
2021-07-14,02,Gateway Avenue,135
2021-07-14,02,Resorts World Sentosa,79
2021-07-14,02,Sentosa Gateway,62
2021-07-14,02,Ironside Link,59
2021-07-14,02,Sentosa Cove Arrival Plaza,14
2021-07-14,03,Gateway Avenue,210
2021-07-14,03,Resorts World Sentosa,103
2021-07-14,03,Sentosa Gateway,85
2021-07-14,03,Ironside Link,66
2021-07-14,03,Sentosa Cove Arrival Plaza,56
2021-07-14,04,Gateway Avenue,140
2021-07-14,04,Ironside Road,64
2021-07-14,04,Ironside Link,59
2021-07-14,04,Serapong Course,52
2021-07-14,04,Sentosa Gateway,47
2021-07-14,05,Serapong Course,69
2021-07-14,05,Ironside Link,58
2021-07-14,05,Universal Studios Singapore,56
2021-07-14,05,Gateway Avenue,51
2021-07-14,05,Ironside Road,48
2021-07-14,06,Serapong Course,79
2021-07-14,06,Gateway Avenue,70
2021-07-14,06,Ironside Link,60
2021-07-14,06,Ocean Drive,47
2021-07-14,06,Bukit Manis Road,44
2021-07-14,07,Gateway Avenue,95
2021-07-14,07,Ironside Link,61
2021-07-14,07,Bukit Manis Road,60
2021-07-14,07,Sentosa Gateway,39
2021-07-14,07,Serapong Course,29
2021-07-14,08,Gateway Avenue,110
2021-07-14,08,Ironside Link,53
2021-07-14,08,Sentosa Gateway,46
2021-07-14,08,Allanbrooke Road,34
2021-07-14,08,Sentosa Cove Arrival Plaza,33
2021-07-14,09,Artillery Avenue,70
2021-07-14,09,Sentosa Gateway,62
2021-07-14,09,Ironside Link,61
2021-07-14,09,Gateway Avenue,53
2021-07-14,09,Allanbrooke Road,42
2021-07-14,10,Gateway Avenue,95
2021-07-14,10,Sentosa Gateway,68
2021-07-14,10,Ironside Link,60
2021-07-14,10,Serapong Course,45
2021-07-14,10,Resorts World Sentosa,36
2021-07-14,11,Ironside Link,101
2021-07-14,11,Gateway Avenue,91
2021-07-14,11,Resorts World Sentosa,74
2021-07-14,11,Serapong Course,72
2021-07-14,11,Sentosa Gateway,39
2021-07-14,12,Ironside Link,89
2021-07-14,12,Gateway Avenue,80
2021-07-14,12,Serapong Course,66
2021-07-14,12,Sentosa Gateway,49
2021-07-14,12,Allanbrooke Road,32
2021-07-14,13,Gateway Avenue,112
2021-07-14,13,Sentosa Gateway,59
2021-07-14,13,Resorts World Sentosa,51
2021-07-14,13,Allanbrooke Road,49
2021-07-14,13,Ironside Link,46
2021-07-14,14,Gateway Avenue,125
2021-07-14,14,Sentosa Gateway,80
2021-07-14,14,Allanbrooke Road,64
2021-07-14,14,Ironside Link,52
2021-07-14,14,Serapong Course,52
2021-07-14,15,Gateway Avenue,72
2021-07-14,15,Serapong Course,66
2021-07-14,15,Sentosa Gateway,65
2021-07-14,15,Resorts World Sentosa,43
2021-07-14,15,Sentosa Boardwalk,40
2021-07-14,16,Gateway Avenue,74
2021-07-14,16,Ironside Link,62
2021-07-14,16,Sentosa Gateway,54
2021-07-14,16,Allanbrooke Road,46
2021-07-14,16,Serapong Course,38
2021-07-14,17,Serapong Course,75
2021-07-14,17,Ironside Link,58
2021-07-14,17,Artillery Avenue,52
2021-07-14,17,Gateway Avenue,49
2021-07-14,17,Sentosa Gateway,38
2021-07-14,18,Gateway Avenue,88
2021-07-14,18,Serapong Course,66
2021-07-14,18,Ironside Link,60
2021-07-14,18,Sentosa Boardwalk,26
2021-07-14,18,Ocean Drive,23
2021-07-14,19,Gateway Avenue,117
2021-07-14,19,Ocean Drive,81
2021-07-14,19,Allanbrooke Road,75
2021-07-14,19,Sentosa Gateway,70
2021-07-14,19,Artillery Avenue,66
2021-07-14,20,Gateway Avenue,124
2021-07-14,20,Resorts World Sentosa,101
2021-07-14,20,Sentosa Gateway,91
2021-07-14,20,Allanbrooke Road,74
2021-07-14,20,Serapong Course,64
2021-07-14,21,Gateway Avenue,77
2021-07-14,21,Ironside Link,60
2021-07-14,21,Serapong Course,59
2021-07-14,21,Sentosa Gateway,44
2021-07-14,21,Resorts World Sentosa,41
2021-07-14,22,Gateway Avenue,64
2021-07-14,22,Ironside Link,58
2021-07-14,22,Sentosa Gateway,38
2021-07-14,22,Serapong Course,27
2021-07-14,22,Universal Studios Singapore,24
2021-07-14,23,Gateway Avenue,83
2021-07-14,23,Ironside Link,57
2021-07-14,23,Sentosa Gateway,54
2021-07-14,23,Serapong Course,50
2021-07-14,23,Ocean Drive,48
