date,hour,avg_taxi_drivers,max_cluster_size
2022-11-13,00,2.69,4
2022-11-13,01,2.6,3
2022-11-13,02,1.96,4
2022-11-13,03,2.63,3
2022-11-13,04,1.77,2
2022-11-13,05,2.33,2
2022-11-13,06,2.03,2
2022-11-13,07,2.75,2
2022-11-13,08,2.98,1
2022-11-13,09,4.45,3
2022-11-13,10,6.77,3
2022-11-13,11,4.63,4
2022-11-13,12,3.47,2
2022-11-13,13,3.86,3
2022-11-13,14,3.67,3
2022-11-13,15,2.62,2
2022-11-13,16,2.53,3
2022-11-13,17,2.77,2
2022-11-13,18,3.53,2
2022-11-13,19,3.78,3
2022-11-13,20,3.6,3
2022-11-13,21,3.63,2
2022-11-13,22,3.97,3
2022-11-13,23,5.73,5
