date,day_of_week,day_type,hour,queue_start,minutes,taxi_count,taxi_count_start,taxi_count_avg,sum
2024-01-01,Monday,holiday,09,134.40206671769246,"['09.58.00', '09.59.00']","[18, 17]",18,17.5,2
2024-01-01,Monday,holiday,10,143.60210567132015,"['10.02.00', '10.03.00']","[17, 20]",17,18.5,2
2024-01-01,Monday,holiday,10,152.54467347194802,"['10.05.00', '10.06.00', '10.07.00']","[17, 22, 20]",17,19.67,3
2024-01-01,Monday,holiday,10,104.03383083336634,"['10.09.00', '10.10.00']","[21, 25]",21,23.0,2
2024-01-01,Monday,holiday,10,110.07190093016725,"['10.15.00', '10.16.00']","[18, 28]",18,23.0,2
2024-01-01,Monday,holiday,10,124.91430700842466,"['10.22.00', '10.23.00', '10.24.00', '10.25.00', '10.26.00']","[36, 24, 23, 30, 35]",36,29.6,5
2023-12-30,Saturday,weekend,13,103.90319222841232,"['13.28.00', '13.29.00']","[25, 36]",25,30.5,2
2023-12-30,Saturday,weekend,17,119.60742337251315,"['17.29.00', '17.30.00']","[36, 42]",36,39.0,2
2023-12-30,Saturday,weekend,17,105.08511941985226,"['17.32.00', '17.33.00', '17.34.00', '17.35.00', '17.36.00', '17.37.00', '17.38.00', '17.39.00', '17.40.00', '17.41.00', '17.42.00', '17.43.00', '17.44.00', '17.45.00', '17.46.00', '17.47.00']","[36, 39, 44, 30, 33, 42, 44, 48, 50, 51, 50, 46, 45, 49, 39, 29]",36,42.19,16
2023-12-30,Saturday,weekend,20,135.03980738021497,"['20.56.00', '20.57.00']","[26, 29]",26,27.5,2
2023-12-30,Saturday,weekend,21,132.02296259545005,"['21.07.00', '21.08.00']","[33, 30]",33,31.5,2
2023-12-25,Monday,holiday,07,128.4704283401028,"['07.14.00', '07.15.00', '07.16.00', '07.17.00', '07.18.00', '07.19.00', '07.20.00', '07.21.00', '07.22.00', '07.23.00']","[49, 47, 50, 48, 43, 31, 44, 42, 38, 41]",49,43.3,10
2023-12-25,Monday,holiday,10,161.7755019901642,"['10.16.00', '10.17.00', '10.18.00', '10.19.00', '10.20.00', '10.21.00', '10.22.00', '10.23.00', '10.24.00', '10.25.00', '10.26.00', '10.27.00', '10.28.00']","[36, 34, 34, 31, 35, 34, 33, 31, 29, 36, 38, 32, 35]",36,33.69,13
2023-12-25,Monday,holiday,10,159.92104803290752,"['10.30.00', '10.31.00']","[33, 29]",33,31.0,2
2023-12-25,Monday,holiday,10,160.76176786925117,"['10.33.00', '10.34.00', '10.35.00', '10.36.00']","[26, 31, 35, 33]",26,31.25,4
2023-12-25,Monday,holiday,10,140.27400281660897,"['10.38.00', '10.39.00']","[30, 31]",30,30.5,2
2023-12-25,Monday,holiday,10,154.39635091810678,"['10.43.00', '10.44.00', '10.45.00', '10.46.00', '10.47.00', '10.48.00', '10.49.00', '10.50.00', '10.51.00', '10.52.00', '10.53.00', '10.54.00']","[30, 32, 37, 35, 38, 31, 33, 31, 35, 21, 26, 32]",30,31.75,12
2023-12-25,Monday,holiday,10,151.33313537351083,"['10.58.00', '10.59.00', '11.00.00']","[29, 31, 37]",29,32.33,3
2023-12-25,Monday,holiday,11,158.70716093534244,"['11.06.00', '11.07.00', '11.08.00']","[20, 29, 31]",20,26.67,3
2023-12-25,Monday,holiday,11,162.36390376157007,"['11.16.00', '11.17.00', '11.18.00']","[35, 30, 27]",35,30.67,3
2023-12-25,Monday,holiday,12,122.23864534283808,"['12.07.00', '12.08.00', '12.09.00']","[36, 30, 36]",36,34.0,3
2023-12-25,Monday,holiday,12,105.0891969402452,"['12.30.00', '12.31.00', '12.32.00']","[34, 28, 35]",34,32.33,3
2023-12-25,Monday,holiday,12,106.38414091562947,"['12.34.00', '12.35.00', '12.36.00']","[30, 25, 29]",30,28.0,3
2023-12-25,Monday,holiday,15,117.7839615784804,"['15.28.00', '15.29.00']","[16, 16]",16,16.0,2
