id,time,taxi_count,queue_length,min_coordinate,max_coordinate,day_type
1,00.00.00,83,143.75167707939733,"1.35727, 103.98991","1.35857, 103.98992",holiday
2,00.01.00,83,130.52108864641144,"1.35732, 103.98955","1.3585, 103.98958",holiday
3,00.02.00,60,120.72810671687881,"1.35739, 103.98979","1.35845, 103.98953",holiday
4,00.03.00,47,115.50527615869608,"1.35745, 103.98983","1.35845, 103.98953",holiday
5,00.04.00,39,126.64841121864228,"1.35731, 103.98966","1.35845, 103.98955",holiday
6,00.05.00,48,105.04091686910103,"1.35733, 103.98982","1.35822, 103.98949",holiday
7,00.06.00,44,116.4940369890539,"1.35733, 103.98982","1.35836, 103.9896",holiday
8,00.07.00,49,129.4969201304175,"1.35718, 103.98985","1.35834, 103.98969",holiday
9,00.08.00,50,101.99845659945746,"1.35718, 103.98985","1.35809, 103.9897",holiday
10,00.09.00,52,137.1537428334552,"1.35705, 103.98969","1.35816, 103.99024",holiday
11,00.10.00,49,146.78807542402387,"1.35659, 103.98958","1.35791, 103.98944",holiday
12,00.11.00,38,77.73693045492631,"1.35712, 103.98958","1.35775, 103.98989",holiday
13,00.12.00,45,100.51839293507176,"1.35733, 103.98985","1.35814, 103.98944",holiday
14,00.13.00,33,58.31489804378671,"1.35733, 103.98985","1.35783641666667, 103.989996266667",holiday
15,00.14.00,36,50.452510499858825,"1.35733, 103.98985","1.35777, 103.98997",holiday
16,00.15.00,41,87.06129388182624,"1.35733, 103.98985","1.35811525, 103.989792883333",holiday
17,00.16.00,35,54.730269139837844,"1.35732, 103.98983","1.3578, 103.98971",holiday
18,00.17.00,43,87.60900357886433,"1.35734, 103.98969","1.35813, 103.98975",holiday
19,00.18.00,48,46.959412593073125,"1.35731, 103.98982","1.35772, 103.98993",holiday
20,00.19.00,45,74.21880113189445,"1.35727, 103.98975","1.35794, 103.98979",holiday
21,00.20.00,41,69.74214527180763,"1.35731, 103.98982","1.35794, 103.98979",holiday
22,00.21.00,42,98.4093358026124,"1.35719, 103.98989","1.35807516666667, 103.989798166667",holiday
23,00.22.00,50,167.2052938530248,"1.3566, 103.98958","1.35811, 103.9895",holiday
24,00.23.00,39,111.81918428293581,"1.3572, 103.9898","1.35821, 103.98975",holiday
25,00.24.00,36,61.826052066585795,"1.3572, 103.9898","1.35775, 103.9897",holiday
26,00.25.00,33,34.346433795078575,"1.35742, 103.98961","1.35772, 103.98969",holiday
