id,time,taxi_count,queue_length,min_coordinate,max_coordinate,day_type
1,00.00.00,31,388.04577887224184,"1.35698, 103.98809","1.36046, 103.98854",weekday
2,00.01.00,32,352.7307625362377,"1.357282, 103.988265666667","1.36046, 103.98854",weekday
3,00.02.00,28,376.12811793693663,"1.35708, 103.98815","1.36046, 103.98853",weekday
4,00.03.00,7,49.514583746113374,"1.35769, 103.98846","1.35809, 103.98866",weekday
5,00.04.00,18,421.33704103672466,"1.35743, 103.98831","1.3612, 103.98886",weekday
6,00.05.00,22,339.5941371711318,"1.35742, 103.98832","1.36048, 103.98858",weekday
7,00.06.00,9,61.044048093863815,"1.35938, 103.98881","1.35989, 103.9886",weekday
8,00.07.00,34,631.6931834294946,"1.3555, 103.98808","1.36116, 103.98885",weekday
9,00.08.00,24,643.1479191238412,"1.35545, 103.98804","1.36124, 103.98859",weekday
10,00.09.00,0,0,0,0,weekday
11,00.10.00,54,601.4004374365802,"1.35587166666667, 103.988278333333","1.36128, 103.98885",weekday
12,00.11.00,39,601.4004374365802,"1.35587166666667, 103.988278333333","1.36128, 103.98885",weekday
13,00.12.00,28,738.3707339752593,"1.3547, 103.98772","1.36128, 103.98885",weekday
14,00.13.00,24,740.824961751516,"1.35467, 103.9877","1.36126, 103.9889",weekday
15,00.14.00,35,682.1757520511192,"1.35517, 103.98792","1.36126, 103.9889",weekday
16,00.15.00,28,581.2511425754991,"1.35609, 103.98772","1.361214, 103.988885833333",weekday
17,00.16.00,0,0,0,0,weekday
18,00.17.00,24,414.24487735763375,"1.35465, 103.9877","1.35825, 103.98873",weekday
19,00.18.00,16,650.4610597635052,"1.35548, 103.98805","1.3613, 103.9889",weekday
20,00.19.00,9,44.45340905922338,"1.36087, 103.98873","1.36127, 103.98877",weekday
21,00.20.00,26,614.9583341979032,"1.35509, 103.98787","1.3606, 103.98862",weekday
22,00.21.00,20,230.03887028324817,"1.35909, 103.98894","1.36117, 103.9889",weekday
23,00.22.00,44,748.9400778155651,"1.35471, 103.98772","1.36138, 103.98889",weekday
24,00.23.00,47,752.1706884411228,"1.35461, 103.9878","1.36132, 103.98891",weekday
25,00.24.00,47,752.1706884411228,"1.35461, 103.9878","1.36132, 103.98891",weekday
26,00.25.00,27,249.37214712232856,"1.35741, 103.98831","1.35965, 103.98857",weekday
27,00.26.00,26,447.5659671812121,"1.357174, 103.988196333333","1.3611675, 103.988851833333",weekday
28,00.27.00,37,526.2061172689174,"1.35654, 103.98788","1.36118, 103.98893",weekday
29,00.28.00,40,488.494647893241,"1.35674, 103.98799","1.36108, 103.98881",weekday
30,00.29.00,41,616.4215371813655,"1.35541, 103.98803","1.36094, 103.98873",weekday
31,00.30.00,19,594.5974603302659,"1.35606, 103.98773","1.36132, 103.98884",weekday
32,00.31.00,15,315.70081972420485,"1.35532, 103.98798","1.35808866666667, 103.988672666667",weekday
33,00.32.00,17,724.2962537928441,"1.35475333333333, 103.987747","1.3612, 103.9889",weekday
34,00.33.00,18,223.38625148914363,"1.35918, 103.98893","1.3612, 103.9889",weekday
35,00.34.00,12,40.12684777010041,"1.36083, 103.98867","1.36116, 103.98882",weekday
36,00.35.00,30,511.7114382333151,"1.35663, 103.98795","1.36116, 103.98889",weekday
37,00.36.00,48,706.2072355225043,"1.35487, 103.98779","1.36116, 103.98889",weekday
38,00.37.00,24,642.1592956979691,"1.35487, 103.98779","1.360605, 103.988698666667",weekday
39,00.38.00,30,402.4446305355458,"1.35739, 103.9883","1.361, 103.98876",weekday
40,00.39.00,30,251.0703535801737,"1.3564, 103.98783","1.35845, 103.9888",weekday
