date,day_of_week,day_type,hour,minutes,taxi_count,sum
2024-01-03,Wednesday,weekend,06,"['06.20.00', '06.21.00', '06.22.00', '06.23.00', '06.24.00']","[18, 22, 27, 24, 25]",5
2024-01-03,Wednesday,weekend,06,"['06.55.00', '06.56.00', '06.57.00']","[19, 18, 20]",3
2024-01-03,Wednesday,weekend,07,"['07.52.00', '07.53.00']","[16, 19]",2
2024-01-03,Wednesday,weekend,08,"['08.52.00', '08.53.00', '08.54.00', '08.55.00']","[24, 23, 24, 21]",4
2024-01-03,Wednesday,weekend,11,"['11.08.00', '11.09.00', '11.10.00', '11.11.00']","[23, 22, 29, 21]",4
2024-01-03,Wednesday,weekend,11,"['11.25.00', '11.26.00']","[20, 25]",2
2024-01-03,Wednesday,weekend,12,"['12.15.00', '12.16.00']","[22, 31]",2
2024-01-03,Wednesday,weekend,12,"['12.31.00', '12.32.00', '12.33.00']","[25, 27, 21]",3
2024-01-03,Wednesday,weekend,12,"['12.37.00', '12.38.00']","[15, 39]",2
2024-01-03,Wednesday,weekend,12,"['12.40.00', '12.41.00']","[34, 40]",2
2024-01-03,Wednesday,weekend,12,"['12.46.00', '12.47.00', '12.48.00', '12.49.00', '12.50.00', '12.51.00', '12.52.00', '12.53.00', '12.54.00']","[17, 33, 21, 20, 21, 23, 29, 14, 23]",9
2024-01-03,Wednesday,weekend,13,"['13.00.00', '13.01.00']","[26, 17]",2
2024-01-03,Wednesday,weekend,13,"['13.07.00', '13.08.00']","[38, 22]",2
2024-01-03,Wednesday,weekend,14,"['14.30.00', '14.31.00']","[21, 21]",2
2024-01-03,Wednesday,weekend,14,"['14.45.00', '14.46.00']","[20, 27]",2
2024-01-03,Wednesday,weekend,15,"['15.03.00', '15.04.00']","[17, 18]",2
2024-01-03,Wednesday,weekend,15,"['15.10.00', '15.11.00', '15.12.00']","[26, 29, 18]",3
2024-01-03,Wednesday,weekend,15,"['15.31.00', '15.32.00']","[29, 21]",2
2024-01-03,Wednesday,weekend,15,"['15.37.00', '15.38.00', '15.39.00']","[17, 16, 21]",3
2024-01-03,Wednesday,weekend,15,"['15.41.00', '15.42.00']","[25, 28]",2
2024-01-03,Wednesday,weekend,15,"['15.49.00', '15.50.00', '15.51.00', '15.52.00']","[21, 33, 19, 21]",4
2024-01-03,Wednesday,weekend,16,"['16.19.00', '16.20.00', '16.21.00', '16.22.00']","[17, 31, 31, 15]",4
2024-01-03,Wednesday,weekend,16,"['16.27.00', '16.28.00', '16.29.00']","[35, 26, 14]",3
2024-01-03,Wednesday,weekend,16,"['16.32.00', '16.33.00']","[18, 18]",2
2024-01-03,Wednesday,weekend,16,"['16.45.00', '16.46.00', '16.47.00']","[24, 27, 23]",3
2024-01-03,Wednesday,weekend,17,"['17.07.00', '17.08.00', '17.09.00']","[20, 29, 16]",3
2024-01-03,Wednesday,weekend,17,"['17.27.00', '17.28.00', '17.29.00', '17.30.00', '17.31.00']","[20, 33, 19, 18, 34]",5
2024-01-03,Wednesday,weekend,17,"['17.55.00', '17.56.00', '17.57.00', '17.58.00', '17.59.00']","[16, 14, 32, 24, 43]",5
2024-01-03,Wednesday,weekend,19,"['19.26.00', '19.27.00']","[25, 29]",2
2024-01-03,Wednesday,weekend,19,"['19.32.00', '19.33.00', '19.34.00']","[23, 17, 21]",3
2024-01-03,Wednesday,weekend,19,"['19.46.00', '19.47.00']","[25, 19]",2
2024-01-03,Wednesday,weekend,20,"['20.00.00', '20.01.00', '20.02.00', '20.03.00', '20.04.00', '20.05.00']","[15, 27, 39, 24, 24, 14]",6
2024-01-03,Wednesday,weekend,20,"['20.07.00', '20.08.00', '20.09.00']","[26, 18, 24]",3
2024-01-03,Wednesday,weekend,20,"['20.14.00', '20.15.00', '20.16.00', '20.17.00', '20.18.00', '20.19.00', '20.20.00', '20.21.00']","[19, 22, 22, 29, 25, 27, 28, 21]",8
2024-01-03,Wednesday,weekend,20,"['20.23.00', '20.24.00']","[25, 20]",2
2024-01-03,Wednesday,weekend,20,"['20.42.00', '20.43.00', '20.44.00', '20.45.00', '20.46.00']","[18, 22, 28, 32, 22]",5
2024-01-03,Wednesday,weekend,21,"['21.11.00', '21.12.00']","[22, 16]",2
2024-01-03,Wednesday,weekend,21,"['21.22.00', '21.23.00']","[16, 21]",2
2024-01-03,Wednesday,weekend,21,"['21.35.00', '21.36.00']","[19, 19]",2
2024-01-03,Wednesday,weekend,21,"['21.44.00', '21.45.00']","[25, 29]",2
2024-01-03,Wednesday,weekend,21,"['21.59.00', '22.00.00']","[21, 16]",2
2024-01-03,Wednesday,weekend,22,"['22.13.00', '22.14.00']","[28, 28]",2
2024-01-03,Wednesday,weekend,22,"['22.17.00', '22.18.00', '22.19.00']","[25, 21, 23]",3
2024-01-03,Wednesday,weekend,23,"['23.22.00', '23.23.00']","[23, 22]",2
2024-01-03,Wednesday,weekend,23,"['23.30.00', '23.31.00', '23.32.00']","[19, 19, 28]",3
2024-01-03,Wednesday,weekend,23,"['23.34.00', '23.35.00']","[18, 21]",2
