date,day_of_week,day_type,hour,queue_start,minutes,taxi_count,taxi_count_start,taxi_count_avg,sum
2023-12-05,Tuesday,weekday,00,124.28285172677766,"['00.44.00', '00.45.00', '00.46.00']","[24, 24, 24]",24,24.0,3
2023-12-05,Tuesday,weekday,00,577.1936397071378,"['00.51.00', '00.52.00', '00.53.00', '00.54.00']","[37, 23, 27, 33]",37,30.0,4
2023-12-05,Tuesday,weekday,00,122.01958302013183,"['00.58.00', '00.59.00', '01.00.00', '01.01.00', '01.02.00', '01.03.00', '01.04.00']","[25, 35, 41, 39, 33, 62, 24]",25,37.0,7
2023-12-05,Tuesday,weekday,02,110.46395623670116,"['02.43.00', '02.44.00', '02.45.00', '02.46.00']","[25, 28, 27, 20]",25,25.0,4
2023-12-05,Tuesday,weekday,02,110.90751389652138,"['02.48.00', '02.49.00', '02.50.00', '02.51.00', '02.52.00', '02.53.00', '02.54.00']","[24, 22, 23, 24, 27, 25, 25]",24,24.29,7
2023-12-05,Tuesday,weekday,02,107.34711555328316,"['02.56.00', '02.57.00', '02.58.00', '02.59.00', '03.00.00']","[24, 28, 30, 29, 24]",24,27.0,5
2023-12-05,Tuesday,weekday,03,124.55319649407842,"['03.04.00', '03.05.00', '03.06.00', '03.07.00', '03.08.00', '03.09.00', '03.10.00', '03.11.00', '03.12.00', '03.13.00', '03.14.00', '03.15.00', '03.16.00']","[32, 34, 32, 33, 32, 29, 29, 34, 35, 29, 31, 30, 34]",32,31.85,13
2023-12-05,Tuesday,weekday,03,107.28235083477898,"['03.20.00', '03.21.00', '03.22.00', '03.23.00']","[30, 28, 33, 35]",30,31.5,4
2023-12-05,Tuesday,weekday,03,135.45581457339523,"['03.28.00', '03.29.00', '03.30.00']","[21, 20, 28]",21,23.0,3
2023-12-05,Tuesday,weekday,03,131.27756054452783,"['03.36.00', '03.37.00', '03.38.00', '03.39.00']","[30, 42, 32, 33]",30,34.25,4
2023-12-05,Tuesday,weekday,03,151.46610603825985,"['03.41.00', '03.42.00', '03.43.00']","[35, 28, 28]",35,30.33,3
2023-12-05,Tuesday,weekday,03,123.1891839045006,"['03.49.00', '03.50.00', '03.51.00', '03.52.00']","[29, 28, 27, 21]",29,26.25,4
2023-12-05,Tuesday,weekday,03,100.10941428902905,"['03.56.00', '03.57.00', '03.58.00']","[21, 27, 27]",21,25.0,3
2023-12-05,Tuesday,weekday,04,101.15905638601028,"['04.32.00', '04.33.00']","[22, 22]",22,22.0,2
2023-12-05,Tuesday,weekday,05,105.2929129310436,"['05.31.00', '05.32.00', '05.33.00']","[16, 19, 20]",16,18.33,3
2023-12-05,Tuesday,weekday,05,121.88188177531453,"['05.45.00', '05.46.00']","[21, 21]",21,21.0,2
2023-12-05,Tuesday,weekday,06,334.086375039444,"['06.43.00', '06.44.00', '06.45.00']","[38, 48, 31]",38,39.0,3
2023-12-05,Tuesday,weekday,06,161.05619058229257,"['06.59.00', '07.00.00']","[31, 26]",31,28.5,2
2023-12-05,Tuesday,weekday,07,156.99295308150644,"['07.02.00', '07.03.00']","[31, 35]",31,33.0,2
2023-12-05,Tuesday,weekday,07,531.2287408931694,"['07.05.00', '07.06.00', '07.07.00', '07.08.00', '07.09.00', '07.10.00', '07.11.00', '07.12.00', '07.13.00', '07.14.00']","[50, 19, 44, 46, 32, 50, 57, 32, 31, 29]",50,39.0,10
2023-12-05,Tuesday,weekday,07,231.96810258360145,"['07.16.00', '07.17.00', '07.18.00', '07.19.00', '07.20.00']","[29, 25, 44, 15, 17]",29,26.0,5
2023-12-05,Tuesday,weekday,07,158.93372035698948,"['07.22.00', '07.23.00']","[26, 19]",26,22.5,2
2023-12-05,Tuesday,weekday,07,105.80669526756571,"['07.26.00', '07.27.00']","[18, 17]",18,17.5,2
2023-12-05,Tuesday,weekday,07,140.63696181440451,"['07.33.00', '07.34.00']","[17, 15]",17,16.0,2
2023-12-05,Tuesday,weekday,09,119.03035139692686,"['09.08.00', '09.09.00']","[20, 17]",20,18.5,2
2023-12-05,Tuesday,weekday,12,124.5572914373801,"['12.10.00', '12.11.00']","[24, 22]",24,23.0,2
2023-12-05,Tuesday,weekday,14,107.31723695839108,"['14.23.00', '14.24.00']","[16, 15]",16,15.5,2
2023-12-05,Tuesday,weekday,14,100.60918568597744,"['14.49.00', '14.50.00']","[24, 21]",24,22.5,2
2023-12-05,Tuesday,weekday,15,113.177696729176,"['15.01.00', '15.02.00']","[22, 24]",22,23.0,2
2023-12-05,Tuesday,weekday,15,101.1119152960345,"['15.30.00', '15.31.00']","[16, 24]",16,20.0,2
2023-12-05,Tuesday,weekday,15,176.92557637565454,"['15.44.00', '15.45.00', '15.46.00']","[19, 23, 17]",19,19.67,3
2023-12-05,Tuesday,weekday,16,166.38757702295248,"['16.41.00', '16.42.00']","[20, 24]",20,22.0,2
2023-12-05,Tuesday,weekday,16,117.46112171203136,"['16.49.00', '16.50.00', '16.51.00', '16.52.00', '16.53.00']","[19, 27, 34, 22, 24]",19,25.2,5
