date,time,taxi_count,queue_length,day_type
2023-12-16,07%3A45%3A00,29,210.05353076758456,weekend
2023-12-16,07%3A46%3A00,17,81.03506269581703,weekend
2023-12-16,07%3A47%3A00,25,113.89784914667614,weekend
2023-12-16,07%3A48%3A00,23,90.69904136656393,weekend
2023-12-16,07%3A49%3A00,27,95.58591518195968,weekend
2023-12-16,07%3A50%3A00,27,109.99686586831025,weekend
2023-12-16,07%3A51%3A00,25,103.06442689207086,weekend
2023-12-16,07%3A52%3A00,24,112.84429099990857,weekend
2023-12-16,07%3A53%3A00,25,74.18560813463684,weekend
2023-12-16,07%3A54%3A00,20,104.35022816777415,weekend
2023-12-16,07%3A55%3A00,25,157.25430152213184,weekend
2023-12-16,07%3A56%3A00,37,287.5722757489285,weekend
2023-12-16,07%3A57%3A00,28,110.0301526587008,weekend
2023-12-16,07%3A58%3A00,30,120.36857901551805,weekend
2023-12-16,08%3A00%3A00,20,74.19126120381294,weekend
